time,U
2003.026,20.53
2003.0288,23.63
2003.0315,27.23
2003.0342,31.63
2003.037,34.73
2003.0397,33.53
2003.0425,34.43
2003.0452,36.43
2003.0479,32.83
2003.0507,31.03
2003.0534,29.53
2003.0562,31.93
2003.0589,31.53
2003.0616,25.63
2003.0644,27.43
2003.0671,26.33
2003.0699,28.73
2003.0726,33.53
2003.0753,34.33
2003.0781,34.73
2003.0808,30.73
2003.0836,26.63
2003.0863,28.23
2003.089,32.33
2003.0918,31.03
2003.0945,29.33
2003.0973,22.13
2003.1,17.03
2003.1027,20.53
2003.1055,24.33
2003.1082,23.83
2003.111,26.23
2003.1137,27.53
2003.1164,25.23
2003.1192,20.33
2003.1219,18.73
2003.1247,19.53
2003.1274,22.93
2003.1301,23.53
2003.1329,27.53
2003.1356,28.23
2003.1384,25.63
2003.1411,26.03
2003.1438,24.23
2003.1466,25.33
2003.1493,23.23
2003.1521,25.93
2003.1548,24.53
2003.1575,26.03
2003.1603,25.13
2003.163,24.63
2003.1658,25.93
2003.1685,23.43
2003.1712,21.93
2003.174,25.63
2003.1767,29.63
2003.1795,28.93
2003.1822,31.73
2003.1849,32.83
2003.1877,37.73
2003.1904,33.93
2003.1932,31.43
2003.1959,28.63
2003.1986,24.23
2003.2014,19.23
2003.2041,22.73
2003.2068,30.33
2003.2096,25.83
2003.2123,33.83
2003.2151,26.13
2003.2178,29.03
2003.2205,35.03
2003.2233,32.73
2003.226,32.23
2003.2288,30.03
2003.2315,30.93
2003.2342,32.43
2003.237,33.93
2003.2397,35.93
2003.2425,37.83
2003.2452,31.63
2003.2479,32.23
2003.2507,34.83
2003.2534,31.73
2003.2562,31.93
2003.2589,30.63
2003.2616,29.83
2003.2644,28.33
2003.2671,27.43
2003.2699,31.43
2003.2726,27.93
2003.2753,26.83
2003.2781,26.93
2003.2808,26.63
2003.2836,25.73
2003.2863,27.83
2003.289,31.23
2003.2918,26.23
2003.2945,25.43
2003.2973,30.43
2003.3,34.73
2003.3027,36.33
2003.3055,38.43
2003.3082,35.73
2003.311,31.73
2003.3137,30.33
2003.3164,37.03
2003.3192,42.03
2003.3219,41.23
2003.3247,40.93
2003.3274,40.23
2003.3301,36.83
2003.3329,33.13
2003.3356,36.03
2003.3384,30.63
2003.3411,36.03
2003.3438,40.63
2003.3466,33.33
2003.3493,33.63
2003.3521,33.43
2003.3548,31.33
2003.3575,35.63
2003.3603,31.43
2003.363,31.43
2003.3658,33.13
2003.3685,34.23
2003.3712,30.33
2003.374,33.63
2003.3767,34.53
2003.3795,36.93
2003.3822,38.63
2003.3849,34.73
2003.3877,34.33
2003.3904,37.73
2003.3932,31.83
2003.3959,40.23
2003.3986,35.73
2003.4014,33.13
2003.4041,34.63
2003.4068,34.93
2003.4096,36.83
2003.4123,40.63
2003.4151,35.63
2003.4178,34.53
2003.4205,35.33
2003.4233,34.23
2003.426,39.23
2003.4288,41.43
2003.4315,36.23
2003.4342,37.83
2003.437,34.93
2003.4397,32.53
2003.4425,36.03
2003.4452,37.43
2003.4479,32.63
2003.4507,31.73
2003.4534,33.03
2003.4562,32.83
2003.4589,33.23
2003.4616,34.13
2003.4644,38.23
2003.4671,39.03
2003.4699,37.23
2003.4726,40.33
2003.4753,31.73
2003.4781,36.43
2003.4808,34.13
2003.4836,30.33
2003.4863,32.63
2003.489,30.73
2003.4918,35.73
2003.4945,38.03
2003.4973,41.73
2003.5,42.13
2003.5027,39.93
2003.5055,42.53
2003.5082,39.73
2003.511,37.13
2003.5137,36.23
2003.5164,38.03
2003.5192,33.73
2003.5219,38.43
2003.5247,40.93
2003.5274,36.53
2003.5301,37.33
2003.5329,37.83
2003.5356,40.53
2003.5384,39.93
2003.5411,37.33
2003.5438,42.83
2003.5466,37.03
2003.5493,41.23
2003.5521,46.43
2003.5548,42.23
2003.5575,45.33
2003.5603,45.43
2003.563,43.83
2003.5658,47.03
2003.5685,47.53
2003.5712,40.93
2003.574,43.93
2003.5767,46.23
2003.5795,45.53
2003.5822,43.23
2003.5849,44.13
2003.5877,38.23
2003.5904,41.63
2003.5932,37.53
2003.5959,41.33
2003.5986,39.33
2003.6014,40.43
2003.6041,43.13
2003.6068,43.63
2003.6096,49.83
2003.6123,37.13
2003.6151,46.33
2003.6178,52.03
2003.6205,44.03
2003.6233,44.13
2003.626,40.33
2003.6288,37.43
2003.6315,41.43
2003.6342,42.03
2003.637,42.13
2003.6397,42.33
2003.6425,36.53
2003.6452,34.93
2003.6479,37.83
2003.6507,36.03
2003.6534,41.53
2003.6562,39.43
2003.6589,47.33
2003.6616,43.23
2003.6644,34.23
2003.6671,35.53
2003.6699,32.23
2003.6726,34.03
2003.6753,35.23
2003.6781,35.33
2003.6808,35.53
2003.6836,37.83
2003.6863,36.93
2003.689,34.83
2003.6918,38.93
2003.6945,36.63
2003.6973,31.73
2003.7,33.93
2003.7027,43.33
2003.7055,36.93
2003.7082,34.63
2003.711,38.63
2003.7137,47.33
2003.7164,43.23
2003.7192,39.73
2003.7219,40.13
2003.7247,45.23
2003.7274,44.53
2003.7301,36.83
2003.7329,36.73
2003.7356,34.73
2003.7384,34.53
2003.7411,33.93
2003.7438,39.03
2003.7466,36.73
2003.7493,34.23
2003.7521,37.23
2003.7548,43.73
2003.7575,48.13
2003.7603,39.53
2003.763,40.93
2003.7658,43.83
2003.7685,44.53
2003.7712,39.63
2003.774,40.23
2003.7767,35.43
2003.7795,32.03
2003.7822,27.03
2003.7849,29.73
2003.7877,28.13
2003.7904,29.23
2003.7932,32.23
2003.7959,34.73
2003.7986,36.13
2003.8014,33.13
2003.8041,33.03
2003.8068,31.43
2003.8096,36.93
2003.8123,39.63
2003.8151,41.93
2003.8178,42.83
2003.8205,50.63
2003.8233,42.03
2003.826,42.73
2003.8288,46.53
2003.8315,42.63
2003.8342,44.03
2003.837,43.83
2003.8397,40.53
2003.8425,34.73
2003.8452,37.13
2003.8479,33.23
2003.8507,26.13
2003.8534,29.23
2003.8562,26.83
2003.8589,34.23
2003.8616,34.33
2003.8644,35.63
2003.8671,34.23
2003.8699,33.73
2003.8726,38.93
2003.8753,39.43
2003.8781,41.13
2003.8808,39.43
2003.8836,36.33
2003.8863,39.13
2003.889,39.43
2003.8918,35.73
2003.8945,41.23
2003.8973,48.13
2003.9,45.33
2003.9027,50.33
2003.9055,40.33
2003.9082,36.53
2003.911,33.13
2003.9137,34.53
2003.9164,33.43
2003.9192,32.13
2003.9219,30.23
2003.9247,35.43
2003.9274,38.53
2003.9301,34.03
2003.9329,37.93
2003.9356,38.03
2003.9384,35.03
2003.9411,36.03
2003.9438,38.23
2003.9466,30.73
2003.9493,39.63
2003.9521,41.93
2003.9548,37.53
2003.9575,32.63
2003.9603,36.63
2003.963,38.93
2003.9658,32.43
2003.9685,29.33
2003.9712,34.93
2003.974,31.13
2003.9767,28.13
2003.9795,29.53
2003.9822,29.53
2003.9849,29.83
2003.9877,29.63
2003.9904,33.53
2003.9932,34.23
2003.9959,26.63
2003.9986,22.73
2004.0014,25.03
2004.0041,27.83
2004.0068,30.43
2004.0096,29.63
2004.0123,28.23
2004.015,31.33
2004.0178,30.03
2004.0205,30.43
2004.0232,36.03
2004.026,35.53
2004.0287,37.03
2004.0314,41.23
2004.0342,41.33
2004.0369,40.23
2004.0396,42.43
2004.0423,37.83
2004.0451,35.03
2004.0478,37.33
2004.0505,38.83
2004.0533,34.13
2004.056,35.43
2004.0587,36.73
2004.0615,39.93
2004.0642,35.13
2004.0669,34.93
2004.0697,36.63
2004.0724,38.63
2004.0751,38.23
2004.0779,34.93
2004.0806,34.33
2004.0833,33.03
2004.0861,38.53
2004.0888,32.83
2004.0915,33.63
2004.0943,37.63
2004.097,40.03
2004.0997,39.33
2004.1025,40.43
2004.1052,38.23
2004.1079,35.23
2004.1107,31.13
2004.1134,29.53
2004.1161,30.63
2004.1189,32.53
2004.1216,35.23
2004.1243,34.03
2004.127,36.53
2004.1298,33.73
2004.1325,34.43
2004.1352,31.13
2004.138,33.93
2004.1407,33.83
2004.1434,41.93
2004.1462,39.33
2004.1489,41.53
2004.1516,40.53
2004.1544,38.73
2004.1571,36.03
2004.1598,34.03
2004.1626,32.93
2004.1653,37.23
2004.168,31.53
2004.1708,30.43
2004.1735,32.13
2004.1762,35.03
2004.179,36.03
2004.1817,33.93
2004.1844,28.43
2004.1872,23.83
2004.1899,26.63
2004.1926,28.63
2004.1954,29.83
2004.1981,34.23
2004.2008,32.13
2004.2036,36.93
2004.2063,37.63
2004.209,40.03
2004.2117,38.83
2004.2145,43.13
2004.2172,41.83
2004.2199,44.03
2004.2227,37.63
2004.2254,36.83
2004.2281,33.43
2004.2309,36.23
2004.2336,42.13
2004.2363,44.53
2004.2391,44.63
2004.2418,39.23
2004.2445,40.93
2004.2473,37.53
2004.25,36.53
2004.2527,36.23
2004.2555,38.83
2004.2582,44.53
2004.2609,42.93
2004.2637,43.83
2004.2664,43.73
2004.2691,44.33
2004.2719,43.73
2004.2746,40.53
2004.2773,38.63
2004.2801,37.03
2004.2828,38.83
2004.2855,40.73
2004.2883,39.93
2004.291,40.43
2004.2937,42.13
2004.2964,44.93
2004.2992,44.83
2004.3019,42.23
2004.3046,41.23
2004.3074,40.03
2004.3101,39.03
2004.3128,33.13
2004.3156,34.23
2004.3183,36.73
2004.321,34.43
2004.3238,37.23
2004.3265,38.93
2004.3292,44.93
2004.332,46.13
2004.3347,50.53
2004.3374,52.53
2004.3402,51.83
2004.3429,52.83
2004.3456,49.43
2004.3484,49.73
2004.3511,45.13
2004.3538,49.43
2004.3566,47.13
2004.3593,42.73
2004.362,39.73
2004.3648,42.43
2004.3675,41.03
2004.3702,41.53
2004.373,40.73
2004.3757,42.73
2004.3784,38.83
2004.3811,45.33
2004.3839,42.43
2004.3866,41.33
2004.3893,38.23
2004.3921,39.93
2004.3948,43.43
2004.3975,38.53
2004.4003,34.33
2004.403,36.33
2004.4057,35.73
2004.4085,31.23
2004.4112,34.03
2004.4139,38.63
2004.4167,41.93
2004.4194,39.93
2004.4221,41.13
2004.4249,43.53
2004.4276,45.73
2004.4303,42.63
2004.4331,44.63
2004.4358,41.13
2004.4385,42.73
2004.4413,46.53
2004.444,42.33
2004.4467,43.83
2004.4495,44.93
2004.4522,43.03
2004.4549,50.63
2004.4577,48.43
2004.4604,48.43
2004.4631,48.93
2004.4658,47.93
2004.4686,42.73
2004.4713,44.53
2004.474,47.33
2004.4768,44.13
2004.4795,45.03
2004.4822,38.63
2004.485,45.23
2004.4877,47.93
2004.4904,47.13
2004.4932,47.23
2004.4959,45.83
2004.4986,46.73
2004.5014,47.13
2004.5041,46.53
2004.5068,46.33
2004.5096,43.83
2004.5123,41.33
2004.515,41.33
2004.5178,47.43
2004.5205,50.53
2004.5232,54.83
2004.526,46.73
2004.5287,50.23
2004.5314,53.13
2004.5342,49.83
2004.5369,53.73
2004.5396,49.33
2004.5451,33.83
2004.5478,43.93
2004.5505,46.03
2004.5533,46.43
2004.556,42.73
2004.5587,39.03
2004.5615,42.43
2004.5642,48.93
2004.5669,48.83
2004.5697,45.83
2004.5724,47.23
2004.5751,45.53
2004.5779,44.93
2004.5806,46.03
2004.5833,44.93
2004.5861,44.53
2004.5888,48.53
2004.5915,51.13
2004.5943,49.03
2004.597,54.03
2004.5997,53.43
2004.6025,51.03
2004.6052,50.13
2004.6079,55.73
2004.6107,57.33
2004.6134,54.43
2004.6161,54.53
2004.6189,53.73
2004.6216,55.13
2004.6243,56.13
2004.627,53.03
2004.6298,53.43
2004.6325,52.43
2004.6352,54.93
2004.638,57.23
2004.6407,46.43
2004.6434,43.63
2004.6462,44.33
2004.6489,50.93
2004.6516,49.03
2004.6544,48.43
2004.6571,47.63
2004.6598,49.13
2004.6626,50.43
2004.6653,42.13
2004.668,42.53
2004.6708,41.03
2004.6735,44.33
2004.6762,41.33
2004.679,49.33
2004.6817,42.13
2004.6844,43.83
2004.6872,43.23
2004.6899,45.73
2004.6926,51.13
2004.6954,55.13
2004.6981,52.93
2004.7008,49.43
2004.7036,46.43
2004.7063,45.73
2004.709,45.33
2004.7117,46.33
2004.7145,47.23
2004.7172,46.03
2004.7199,47.03
2004.7227,48.93
2004.7254,51.43
2004.7281,49.63
2004.7309,48.03
2004.7336,45.33
2004.7363,40.43
2004.7391,41.53
2004.7418,46.33
2004.7445,42.43
2004.7473,37.83
2004.75,38.43
2004.7527,40.43
2004.7555,40.53
2004.7582,43.43
2004.7609,43.83
2004.7637,47.83
2004.7664,45.53
2004.7691,40.73
2004.7719,40.53
2004.7746,35.93
2004.7773,36.43
2004.7801,37.03
2004.7828,41.03
2004.7855,40.43
2004.7883,41.93
2004.791,49.33
2004.7937,52.03
2004.7964,51.43
2004.7992,47.83
2004.8019,45.23
2004.8046,46.43
2004.8074,45.63
2004.8101,49.23
2004.8128,48.13
2004.8156,46.73
2004.8183,47.33
2004.821,47.43
2004.8238,47.33
2004.8265,45.53
2004.8292,47.23
2004.832,49.03
2004.8347,45.73
2004.8374,46.33
2004.8402,44.53
2004.8429,48.13
2004.8456,47.03
2004.8484,46.63
2004.8511,43.73
2004.8538,48.23
2004.8566,48.93
2004.8593,44.73
2004.862,47.73
2004.8648,51.13
2004.8675,46.13
2004.8702,43.43
2004.873,50.83
2004.8757,47.23
2004.8784,44.33
2004.8811,44.93
2004.8839,41.43
2004.8866,38.13
2004.8893,40.03
2004.8921,39.33
2004.8948,34.93
2004.8975,36.83
2004.9003,34.13
2004.903,38.93
2004.9057,39.03
2004.9085,38.93
2004.9112,38.53
2004.9139,39.53
2004.9167,44.13
2004.9194,42.23
2004.9221,44.93
2004.9249,45.03
2004.9276,46.83
2004.9303,45.23
2004.9331,42.93
2004.9358,43.33
2004.9385,41.13
2004.9413,44.03
2004.944,39.13
2004.9467,38.83
2004.9495,39.93
2004.9522,41.73
2004.9549,43.53
2004.9577,52.63
2004.9604,52.13
2004.9631,48.33
2004.9658,48.53
2004.9686,40.83
2004.9713,36.93
2004.974,40.63
2004.9768,51.33
2004.9795,51.63
2004.9822,49.33
2004.985,44.73
2004.9877,45.23
2004.9904,46.23
2004.9932,42.33
2004.9959,43.73
2004.9986,43.93
2005.0014,45.43
2005.0041,45.33
2005.0068,45.93
2005.0096,50.43
2005.0123,45.23
2005.0151,41.13
2005.0178,45.43
2005.0205,43.23
2005.0233,44.63
2005.026,44.23
2005.0288,39.13
2005.0315,40.53
2005.0342,43.43
2005.037,36.53
2005.0397,34.63
2005.0425,43.43
2005.0452,47.23
2005.0479,48.53
2005.0507,46.83
2005.0534,45.23
2005.0562,44.23
2005.0589,42.13
2005.0616,36.63
2005.0644,31.63
2005.0671,29.33
2005.0699,30.33
2005.0726,35.23
2005.0753,36.73
2005.0781,35.23
2005.0808,41.03
2005.0836,42.33
2005.0863,44.43
2005.089,41.13
2005.0918,38.73
2005.0945,38.33
2005.0973,39.43
2005.1,37.43
2005.1027,36.03
2005.1055,36.53
2005.1082,39.93
2005.111,44.13
2005.1137,45.23
2005.1164,50.03
2005.1192,46.13
2005.1219,42.43
2005.1247,36.13
2005.1274,37.83
2005.1301,43.03
2005.1329,45.33
2005.1356,43.93
2005.1384,39.93
2005.1411,34.93
2005.1438,32.73
2005.1466,30.73
2005.1493,35.03
2005.1521,38.83
2005.1548,38.13
2005.1575,34.03
2005.1603,38.73
2005.163,41.73
2005.1658,42.13
2005.1685,41.63
2005.1712,44.53
2005.174,43.33
2005.1767,46.93
2005.1795,49.03
2005.1822,44.53
2005.1849,38.23
2005.1877,46.43
2005.1904,49.13
2005.1932,53.03
2005.1959,49.03
2005.1986,45.13
2005.2014,41.93
2005.2041,44.03
2005.2068,43.13
2005.2096,39.03
2005.2123,36.93
2005.2151,39.73
2005.2178,43.33
2005.2205,46.93
2005.2233,50.03
2005.226,49.53
2005.2288,45.33
2005.2315,45.03
2005.2342,44.53
2005.237,43.43
2005.2397,40.03
2005.2425,40.13
2005.2452,40.53
2005.2479,41.23
2005.2507,46.83
2005.2534,44.63
2005.2562,47.73
2005.2589,46.53
2005.2616,48.13
2005.2644,49.83
2005.2671,50.23
2005.2699,46.83
2005.2726,44.63
2005.2753,47.63
2005.2781,49.43
2005.2808,49.63
2005.2836,50.63
2005.2863,47.93
2005.289,49.73
2005.2918,50.13
2005.2945,48.33
2005.2973,47.53
2005.3,44.93
2005.3027,45.03
2005.3055,45.53
2005.3082,43.33
2005.311,43.93
2005.3137,42.73
2005.3164,44.13
2005.3192,43.53
2005.3219,46.03
2005.3247,44.63
2005.3274,46.73
2005.3301,49.33
2005.3329,45.23
2005.3356,50.33
2005.3384,52.33
2005.3411,52.93
2005.3438,55.23
2005.3466,54.93
2005.3493,51.53
2005.3521,46.03
2005.3548,46.63
2005.3575,47.13
2005.3603,45.73
2005.363,43.53
2005.3658,46.23
2005.3685,49.63
2005.3712,48.43
2005.374,47.13
2005.3767,43.43
2005.3795,40.83
2005.3822,44.23
2005.3849,45.83
2005.3877,48.03
2005.3904,49.83
2005.3932,50.63
2005.3959,46.63
2005.3986,49.23
2005.4014,51.73
2005.4041,53.53
2005.4068,56.03
2005.4096,48.63
2005.4123,45.03
2005.4151,45.23
2005.4178,47.13
2005.4205,48.23
2005.4233,51.63
2005.426,50.73
2005.4288,51.13
2005.4315,43.43
2005.4342,43.53
2005.437,47.13
2005.4397,54.13
2005.4425,51.63
2005.4452,51.13
2005.4479,48.73
2005.4507,52.63
2005.4534,49.13
2005.4562,52.03
2005.4589,53.73
2005.4616,46.63
2005.4644,47.63
2005.4671,56.23
2005.4699,51.63
2005.4726,51.33
2005.4753,51.83
2005.4781,57.13
2005.4808,50.43
2005.4836,49.73
2005.4863,55.43
2005.489,50.43
2005.4918,51.03
2005.4945,51.63
2005.4973,50.03
2005.5,46.93
2005.5027,53.53
2005.5055,51.33
2005.5082,51.93
2005.511,57.03
2005.5137,49.53
2005.5164,56.03
2005.5192,54.23
2005.5219,50.13
2005.5247,54.83
2005.5274,49.73
2005.5301,57.73
2005.5329,57.63
2005.5356,58.23
2005.5384,58.13
2005.5411,51.73
2005.5438,54.83
2005.5466,59.23
2005.5493,58.33
2005.5521,53.33
2005.5548,57.93
2005.5575,56.13
2005.5603,55.73
2005.563,54.93
2005.5658,53.53
2005.5685,54.03
2005.5712,53.73
2005.574,50.53
2005.5767,57.73
2005.5795,61.23
2005.5822,56.93
2005.5849,56.63
2005.5877,53.53
2005.5904,51.03
2005.5932,55.63
2005.5959,52.93
2005.5986,55.03
2005.6014,55.63
2005.6041,61.73
2005.6068,60.63
2005.6096,54.23
2005.6123,55.23
2005.6151,50.83
2005.6178,48.73
2005.6205,52.03
2005.6233,56.53
2005.626,54.03
2005.6288,53.33
2005.6315,48.93
2005.6342,51.53
2005.637,53.63
2005.6397,54.43
2005.6425,61.33
2005.6452,52.93
2005.6479,55.73
2005.6507,55.13
2005.6534,50.33
2005.6562,51.53
2005.6589,49.73
2005.6616,55.23
2005.6644,51.73
2005.6671,54.83
2005.6699,53.93
2005.6726,46.93
2005.6753,53.53
2005.6781,56.83
2005.6808,59.23
2005.6836,56.83
2005.6863,59.73
2005.689,59.83
2005.6918,55.03
2005.6945,56.63
2005.6973,56.23
2005.7,57.93
2005.7027,60.23
2005.7055,57.63
2005.7082,54.33
2005.711,52.73
2005.7137,57.93
2005.7164,51.03
2005.7192,53.03
2005.7219,46.83
2005.7247,48.63
2005.7274,52.23
2005.7301,54.73
2005.7329,52.63
2005.7356,54.33
2005.7384,55.13
2005.7411,52.43
2005.7438,50.33
2005.7466,51.13
2005.7493,52.03
2005.7521,49.13
2005.7548,48.93
2005.7575,48.43
2005.7603,49.53
2005.763,52.33
2005.7658,49.63
2005.7685,51.43
2005.7712,54.83
2005.774,52.93
2005.7767,48.33
2005.7795,49.33
2005.7822,50.23
2005.7849,54.23
2005.7877,49.03
2005.7904,50.43
2005.7932,53.43
2005.7959,54.63
2005.7986,59.43
2005.8014,60.13
2005.8041,60.63
2005.8068,61.13
2005.8096,54.73
2005.8123,52.13
2005.8151,56.03
2005.8178,54.93
2005.8205,48.23
2005.8233,51.03
2005.826,51.83
2005.8288,57.53
2005.8315,58.83
2005.8342,53.33
2005.837,54.13
2005.8397,48.23
2005.8425,49.43
2005.8452,48.63
2005.8479,49.53
2005.8507,47.83
2005.8534,46.33
2005.8562,47.63
2005.8589,48.43
2005.8616,49.53
2005.8644,49.33
2005.8671,49.53
2005.8699,62.23
2005.8726,61.53
2005.8753,59.33
2005.8781,52.73
2005.8808,48.93
2005.8836,47.83
2005.8863,45.13
2005.889,43.23
2005.8918,40.73
2005.8945,46.03
2005.8973,55.03
2005.9,55.93
2005.9027,59.13
2005.9055,55.93
2005.9082,58.43
2005.911,58.33
2005.9137,53.03
2005.9164,54.33
2005.9192,53.23
2005.9219,54.53
2005.9247,53.63
2005.9274,52.73
2005.9301,51.63
2005.9329,50.63
2005.9356,50.73
2005.9384,48.43
2005.9411,50.43
2005.9438,52.23
2005.9466,53.73
2005.9493,55.53
2005.9521,59.23
2005.9548,63.03
2005.9575,61.33
2005.9603,57.53
2005.963,53.83
2005.9658,53.13
2005.9685,45.43
2005.9712,46.13
2005.974,45.53
2005.9767,44.93
2005.9795,51.53
2005.9822,52.83
2005.9849,47.93
2005.9877,45.63
2005.9904,40.43
2005.9932,47.63
2005.9959,45.33
2005.9986,52.33
2006.0014,44.83
2006.0041,44.93
2006.0068,38.73
2006.0096,38.33
2006.0123,41.53
2006.0151,42.33
2006.0178,45.43
2006.0205,44.03
2006.0233,49.03
2006.026,51.43
2006.0288,52.63
2006.0315,50.53
2006.0342,48.53
2006.037,48.83
2006.0397,46.43
2006.0425,51.13
2006.0452,51.53
2006.0479,49.23
2006.0507,45.33
2006.0534,45.33
2006.0562,43.63
2006.0589,45.23
2006.0616,48.73
2006.0644,51.03
2006.0671,54.93
2006.0699,54.33
2006.0726,55.33
2006.0753,55.83
2006.0781,53.53
2006.0808,59.63
2006.0836,58.73
2006.0863,57.23
2006.089,57.43
2006.0918,50.13
2006.0945,48.13
2006.0973,48.33
2006.1,54.43
2006.1027,53.13
2006.1055,56.93
2006.1082,52.83
2006.111,49.73
2006.1137,51.03
2006.1164,53.83
2006.1192,55.73
2006.1219,54.93
2006.1247,60.53
2006.1274,61.93
2006.1301,61.03
2006.1329,59.53
2006.1356,55.93
2006.1384,54.53
2006.1411,51.33
2006.1438,52.13
2006.1466,51.43
2006.1493,51.63
2006.1521,53.53
2006.1548,54.73
2006.1575,53.73
2006.1603,57.03
2006.163,57.53
2006.1658,56.03
2006.1685,58.93
2006.1712,59.33
2006.174,54.93
2006.1767,52.53
2006.1795,56.53
2006.1822,56.13
2006.1849,55.63
2006.1877,53.83
2006.1904,51.43
2006.1932,46.33
2006.1959,44.43
2006.1986,42.73
2006.2014,45.43
2006.2041,48.83
2006.2068,52.03
2006.2096,60.33
2006.2123,62.93
2006.2151,59.83
2006.2178,58.73
2006.2205,57.13
2006.2233,53.13
2006.226,53.93
2006.2288,55.83
2006.2315,59.33
2006.2342,60.63
2006.237,65.43
2006.2397,61.93
2006.2425,60.23
2006.2452,59.63
2006.2479,57.43
2006.2507,54.83
2006.2534,54.93
2006.2562,51.83
2006.2589,51.53
2006.2616,53.93
2006.2644,49.03
2006.2671,52.53
2006.2699,55.23
2006.2726,49.73
2006.2753,50.93
2006.2781,52.23
2006.2808,55.13
2006.2836,56.43
2006.2863,54.43
2006.289,57.43
2006.2918,56.63
2006.2945,53.13
2006.2973,53.33
2006.3,48.73
2006.3027,45.73
2006.3055,49.73
2006.3082,54.03
2006.311,51.73
2006.3137,49.83
2006.3164,52.43
2006.3192,49.53
2006.3219,51.43
2006.3247,52.13
2006.3274,49.23
2006.3301,48.43
2006.3329,52.43
2006.3356,50.03
2006.3384,48.53
2006.3411,50.83
2006.3438,48.73
2006.3466,50.63
2006.3493,53.43
2006.3521,54.53
2006.3548,61.23
2006.3575,61.73
2006.3603,63.53
2006.363,58.33
2006.3658,59.33
2006.3685,56.33
2006.3712,57.43
2006.374,62.03
2006.3767,63.43
2006.3795,63.53
2006.3822,65.63
2006.3849,66.43
2006.3877,63.73
2006.3904,65.93
2006.3932,61.73
2006.3959,61.83
2006.3986,59.33
2006.4014,58.23
2006.4041,60.23
2006.4068,62.53
2006.4096,56.33
2006.4123,55.43
2006.4151,57.73
2006.4178,61.03
2006.4205,60.33
2006.4233,57.73
2006.426,55.03
2006.4288,55.03
2006.4315,55.23
2006.4342,57.73
2006.437,59.13
2006.4397,55.83
2006.4425,59.93
2006.4452,55.73
2006.4479,64.93
2006.4507,58.83
2006.4534,59.13
2006.4562,61.13
2006.4589,63.23
2006.4616,63.83
2006.4644,63.73
2006.4671,64.03
2006.4699,63.03
2006.4726,61.83
2006.4753,62.93
2006.4781,65.13
2006.4808,63.93
2006.4836,64.83
2006.4863,63.13
2006.489,58.83
2006.4918,61.53
2006.4945,60.53
2006.4973,60.03
2006.5,61.13
2006.5027,60.13
2006.5055,56.53
2006.5082,66.23
2006.511,68.93
2006.5137,69.43
2006.5164,69.63
2006.5192,66.03
2006.5219,72.93
2006.5247,67.23
2006.5274,60.33
2006.5301,59.13
2006.5329,58.53
2006.5356,63.73
2006.5384,62.43
2006.5411,68.63
2006.5438,66.23
2006.5466,63.73
2006.5493,65.33
2006.5521,67.23
2006.5548,63.43
2006.5575,65.93
2006.5603,63.63
2006.563,65.73
2006.5658,68.33
2006.5685,68.53
2006.5712,70.03
2006.574,70.33
2006.5767,66.43
2006.5795,69.23
2006.5822,70.33
2006.5849,68.83
2006.5877,67.33
2006.5904,63.13
2006.5932,64.43
2006.5959,69.93
2006.5986,77.43
2006.6014,74.43
2006.6041,70.03
2006.6068,67.63
2006.6096,65.93
2006.6123,66.03
2006.6151,67.53
2006.6178,67.73
2006.6205,71.23
2006.6233,69.83
2006.626,68.33
2006.6288,69.93
2006.6315,68.23
2006.6342,67.73
2006.637,64.33
2006.6397,65.33
2006.6425,67.53
2006.6452,69.33
2006.6479,67.23
2006.6507,65.43
2006.6534,71.43
2006.6562,69.13
2006.6589,67.83
2006.6616,66.13
2006.6644,67.33
2006.6671,71.93
2006.6699,66.63
2006.6726,65.13
2006.6753,69.53
2006.6781,68.23
2006.6808,68.83
2006.6836,64.63
2006.6863,60.73
2006.689,62.73
2006.6918,62.23
2006.6945,65.53
2006.6973,68.83
2006.7,66.03
2006.7027,61.73
2006.7055,61.03
2006.7082,63.43
2006.711,64.23
2006.7137,67.03
2006.7164,67.23
2006.7192,69.13
2006.7219,66.73
2006.7247,61.03
2006.7274,63.33
2006.7301,65.03
2006.7329,61.23
2006.7356,60.33
2006.7384,69.03
2006.7411,67.53
2006.7438,69.43
2006.7466,64.33
2006.7493,67.73
2006.7521,63.93
2006.7548,66.83
2006.7575,63.33
2006.7603,62.13
2006.763,59.73
2006.7658,60.13
2006.7685,61.43
2006.7712,58.83
2006.774,56.93
2006.7767,54.43
2006.7795,52.93
2006.7822,52.83
2006.7849,52.53
2006.7877,55.43
2006.7904,55.33
2006.7932,59.03
2006.7959,62.23
2006.7986,64.33
2006.8014,61.53
2006.8041,66.53
2006.8068,69.53
2006.8096,74.03
2006.8123,66.93
2006.8151,61.43
2006.8178,62.73
2006.8205,60.63
2006.8233,60.83
2006.826,58.23
2006.8288,60.33
2006.8315,69.93
2006.8342,57.53
2006.837,56.03
2006.8397,55.63
2006.8425,55.03
2006.8452,55.03
2006.8479,60.63
2006.8507,58.23
2006.8534,59.23
2006.8562,55.13
2006.8589,53.03
2006.8616,58.63
2006.8644,60.63
2006.8671,63.93
2006.8699,59.03
2006.8726,57.13
2006.8753,57.93
2006.8781,53.43
2006.8808,48.73
2006.8836,47.73
2006.8863,51.23
2006.889,55.63
2006.8918,57.53
2006.8945,55.13
