time,U
2010.7712,89.33
2010.774,94.03
2010.7767,97.63
2010.7795,99.23
2010.7822,102.23
2010.7849,101.33
2010.7877,98.23
2010.7904,94.83
2010.7932,93.63
2010.7959,96.13
2010.7986,97.73
2010.8014,94.63
2010.8041,95.13
2010.8068,95.23
2010.8096,91.03
2010.8123,97.43
2010.8151,92.43
2010.8178,88.63
2010.8205,92.23
2010.8233,92.33
2010.826,95.13
2010.8288,97.93
2010.8315,95.73
2010.8342,91.83
2010.837,94.13
2010.8397,95.23
2010.8425,94.03
2010.8452,93.33
2010.8479,91.63
2010.8507,91.43
2010.8534,94.03
2010.8562,97.93
2010.8589,96.13
2010.8616,98.93
2010.8644,102.73
2010.8671,102.73
2010.8699,96.53
2010.8726,88.63
2010.8753,82.63
2010.8781,81.33
2010.8808,85.93
2010.8836,84.83
2010.8863,83.23
2010.889,86.43
2010.8918,91.43
2010.8945,93.53
2010.8973,95.53
2010.9,94.83
2010.9027,91.63
2010.9055,92.43
2010.9082,87.53
2010.911,83.63
2010.9137,84.53
2010.9164,85.33
2010.9192,89.13
2010.9219,88.43
2010.9247,91.13
2010.9274,95.33
2010.9301,96.93
2010.9329,97.13
2010.9356,95.23
2010.9384,93.23
2010.9411,96.93
2010.9438,98.53
2010.9466,94.83
2010.9493,92.73
2010.9521,90.23
2010.9548,94.53
2010.9575,100.43
2010.9603,96.43
2010.963,94.33
2010.9658,95.33
2010.9685,91.33
2010.9712,90.53
2010.974,88.63
2010.9767,89.53
2010.9795,87.33
2010.9822,92.03
2010.9849,96.83
2010.9877,95.03
2010.9904,94.03
2010.9932,95.93
2010.9959,99.33
2010.9986,103.33
2011.0014,101.73
2011.0041,99.83
2011.0068,96.93
2011.0096,98.63
2011.0123,101.63
2011.0151,105.93
2011.0178,104.73
2011.0205,104.13
2011.0233,109.73
2011.026,100.13
2011.0288,105.03
2011.0315,98.03
2011.0342,98.53
2011.037,96.43
2011.0397,97.03
2011.0425,96.03
2011.0452,92.73
2011.0479,88.83
2011.0507,86.43
2011.0534,83.13
2011.0562,85.43
2011.0589,85.33
2011.0616,90.13
2011.0644,93.83
2011.0671,92.93
2011.0699,93.03
2011.0726,91.03
2011.0753,95.73
2011.0781,96.33
2011.0808,94.23
2011.0836,96.03
2011.0863,97.23
2011.089,97.93
2011.0918,95.33
2011.0945,92.33
2011.0973,91.03
2011.1,93.43
2011.1027,88.73
2011.1055,88.43
2011.1082,85.73
2011.111,85.63
2011.1137,86.33
2011.1164,88.33
2011.1192,84.63
2011.1219,85.23
2011.1247,89.43
2011.1274,88.93
2011.1301,85.13
2011.1329,82.53
2011.1356,86.93
2011.1384,85.33
2011.1411,80.63
2011.1438,79.03
2011.1466,80.83
2011.1493,85.13
2011.1521,91.73
2011.1548,94.53
2011.1575,93.13
2011.1603,92.43
2011.163,87.83
2011.1658,91.03
2011.1685,93.33
2011.1712,95.93
2011.174,96.43
2011.1767,89.93
2011.1795,95.73
2011.1822,97.93
2011.1849,100.33
2011.1877,96.33
2011.1904,97.83
2011.1932,96.23
2011.1959,92.63
2011.1986,95.03
2011.2014,90.43
2011.2041,89.03
2011.2068,89.73
2011.2096,90.43
2011.2123,90.23
2011.2151,93.83
2011.2178,98.43
2011.2205,95.63
2011.2233,95.53
2011.226,92.03
2011.2288,94.13
2011.2315,90.63
2011.2342,93.13
2011.237,90.83
2011.2397,90.33
2011.2425,90.53
2011.2452,89.13
2011.2479,90.63
2011.2507,93.93
2011.2534,94.43
2011.2562,91.33
2011.2589,93.13
2011.2616,95.13
2011.2644,95.33
2011.2671,96.53
2011.2699,95.13
2011.2726,95.23
2011.2753,94.33
2011.2781,91.63
2011.2808,91.53
2011.2836,91.53
2011.2863,95.73
2011.289,92.23
2011.2918,95.63
2011.2945,93.23
2011.2973,94.43
2011.3,94.63
2011.3027,96.93
2011.3055,94.33
2011.3082,93.73
2011.311,93.23
2011.3137,97.43
2011.3164,94.33
2011.3192,89.13
2011.3219,89.33
2011.3247,87.03
2011.3274,90.23
2011.3301,90.53
2011.3329,89.73
2011.3356,91.63
2011.3384,94.83
2011.3411,90.53
2011.3438,93.43
2011.3466,95.53
2011.3493,90.83
2011.3521,95.63
2011.3548,93.13
2011.3575,96.63
2011.3603,99.23
2011.363,97.93
2011.3658,98.53
2011.3685,98.13
2011.3712,98.13
2011.374,97.23
2011.3767,98.83
2011.3795,94.93
2011.3822,98.13
2011.3849,97.13
2011.3877,98.93
2011.3904,102.43
2011.3932,97.53
2011.3959,95.83
2011.3986,100.13
2011.4014,100.93
2011.4041,100.73
2011.4068,99.73
2011.4096,99.53
2011.4123,99.23
2011.4151,97.43
2011.4178,96.73
2011.4205,95.73
2011.4233,97.03
2011.426,103.83
2011.4288,103.33
2011.4315,107.03
2011.4342,97.63
2011.437,103.23
2011.4397,102.33
2011.4425,101.33
2011.4452,103.33
2011.4479,101.23
2011.4507,99.23
2011.4534,99.23
2011.4562,98.63
2011.4589,102.13
2011.4616,98.93
2011.4644,100.33
2011.4671,97.63
2011.4699,98.63
2011.4726,101.03
2011.4753,100.93
2011.4781,96.43
2011.4808,94.23
2011.4836,91.13
2011.4863,98.23
2011.489,99.73
2011.4918,99.53
2011.4945,98.33
2011.4973,103.03
2011.5,100.53
2011.5027,96.03
2011.5055,98.33
2011.5082,97.33
2011.511,100.93
2011.5137,102.03
2011.5164,101.63
2011.5192,100.93
2011.5219,101.13
2011.5247,100.13
2011.5274,97.73
2011.5301,98.53
2011.5329,98.33
2011.5356,102.23
2011.5384,98.93
2011.5411,102.13
2011.5438,101.53
2011.5466,100.13
2011.5493,100.93
2011.5521,107.23
2011.5548,108.83
2011.5575,106.33
2011.5603,102.43
2011.563,111.93
2011.5658,97.83
2011.5685,99.23
2011.5712,101.43
2011.574,100.43
2011.5767,109.23
2011.5795,100.93
2011.5822,99.43
2011.5849,102.03
2011.5877,97.83
2011.5904,104.43
2011.5932,105.43
2011.5959,106.43
2011.5986,102.83
2011.6014,107.33
2011.6041,106.53
2011.6068,103.93
2011.6096,100.53
2011.6123,97.63
2011.6151,99.93
2011.6178,99.83
2011.6205,100.83
2011.6233,99.93
2011.626,102.53
2011.6288,106.23
2011.6315,105.93
2011.6342,103.13
2011.637,98.53
2011.6397,93.13
2011.6425,95.73
2011.6452,102.43
2011.6479,100.43
2011.6507,103.43
2011.6534,107.43
2011.6562,107.73
2011.6589,103.53
2011.6616,104.53
2011.6644,104.23
2011.6671,99.23
2011.6699,95.33
2011.6726,99.23
2011.6753,104.53
2011.6781,106.53
2011.6808,107.93
2011.6836,104.33
2011.6863,106.73
2011.689,104.53
2011.6918,101.13
2011.6945,105.13
2011.6973,111.63
2011.7,108.23
2011.7027,105.13
2011.7055,102.53
2011.7082,97.43
2011.711,98.63
2011.7137,98.83
2011.7164,97.23
2011.7192,101.83
2011.7219,97.13
2011.7247,98.43
2011.7274,98.93
2011.7301,96.23
2011.7329,93.43
2011.7356,96.73
2011.7384,91.93
2011.7411,97.33
2011.7438,98.63
2011.7466,93.43
2011.7493,98.43
2011.7521,94.53
2011.7548,99.83
2011.7575,102.23
2011.7603,105.53
2011.763,99.93
2011.7658,96.13
2011.7685,92.43
2011.7712,94.83
2011.774,98.73
2011.7767,99.23
2011.7795,94.03
2011.7822,88.73
2011.7849,88.23
2011.7877,91.13
2011.7904,94.63
2011.7932,99.53
2011.7959,104.93
2011.7986,98.13
2011.8014,92.33
2011.8041,90.03
2011.8068,84.73
2011.8096,89.43
2011.8123,92.13
2011.8151,93.93
2011.8178,93.03
2011.8205,93.03
2011.8233,94.43
2011.826,96.03
2011.8288,98.13
2011.8315,100.53
2011.8342,101.53
2011.837,102.73
2011.8397,103.23
2011.8425,103.53
2011.8452,99.83
2011.8479,100.33
2011.8507,97.73
2011.8534,96.13
2011.8562,95.43
2011.8589,95.23
2011.8616,92.93
2011.8644,93.63
2011.8671,96.83
2011.8699,100.83
2011.8726,102.43
2011.8753,102.33
2011.8781,101.33
2011.8808,102.03
2011.8836,100.33
2011.8863,97.53
2011.889,94.83
2011.8918,93.53
2011.8945,94.93
2011.8973,93.73
2011.9,98.03
2011.9027,103.03
2011.9055,105.93
2011.9082,101.73
2011.911,105.23
2011.9137,98.73
2011.9164,101.13
2011.9192,102.13
2011.9219,103.33
2011.9247,105.73
2011.9274,109.03
2011.9301,102.83
2011.9329,95.43
2011.9356,91.53
2011.9384,97.73
2011.9411,92.03
2011.9438,97.13
2011.9466,97.43
2011.9493,103.43
2011.9521,99.73
2011.9548,98.23
2011.9575,99.23
2011.9603,98.93
2011.963,117.13
2011.9658,99.33
2011.9685,99.83
2011.9712,100.63
2011.974,103.93
2011.9767,102.73
2011.9795,97.93
2011.9822,102.53
2011.9849,106.93
2011.9877,101.73
2011.9904,96.43
2011.9932,99.33
2011.9959,95.83
2011.9986,96.23
2012.0014,101.13
2012.0041,99.63
2012.0068,98.63
2012.0096,100.13
2012.0123,102.83
2012.015,99.13
2012.0178,96.63
2012.0205,91.53
2012.0232,90.63
2012.026,90.63
2012.0287,92.23
2012.0314,96.23
2012.0342,97.63
2012.0369,94.13
2012.0396,92.63
2012.0423,88.53
2012.0451,88.33
2012.0478,90.23
2012.0505,94.43
2012.0533,92.93
2012.056,92.23
2012.0587,94.23
2012.0615,92.53
2012.0642,87.23
2012.0669,87.93
2012.0697,88.43
2012.0724,86.43
2012.0751,87.33
2012.0779,85.53
2012.0806,87.03
2012.0833,83.43
2012.0861,83.63
2012.0888,81.53
2012.0915,81.43
2012.0943,81.03
2012.097,88.93
2012.0997,89.83
2012.1025,89.13
2012.1052,87.43
2012.1079,88.83
2012.1107,93.63
2012.1134,95.23
2012.1161,96.53
2012.1189,101.43
2012.1216,104.13
2012.1243,104.23
2012.127,104.33
2012.1298,101.73
2012.1325,102.93
2012.1352,98.83
2012.138,98.13
2012.1407,99.73
2012.1434,102.83
2012.1462,106.93
2012.1489,103.23
2012.1516,99.83
2012.1544,97.03
2012.1571,100.53
2012.1598,104.53
2012.1626,102.93
2012.1653,102.43
2012.168,97.73
2012.1708,97.93
2012.1735,96.43
2012.1762,96.43
2012.179,95.43
2012.1817,98.83
2012.1844,99.63
2012.1872,102.33
2012.1899,101.13
2012.1926,105.33
2012.1954,104.13
2012.1981,100.33
2012.2008,100.03
2012.2036,102.23
2012.2063,106.23
2012.209,105.13
2012.2117,99.73
2012.2145,97.73
2012.2172,97.83
2012.2199,95.83
2012.2227,100.23
2012.2254,99.53
2012.2281,97.13
2012.2309,99.03
2012.2336,101.53
2012.2363,102.13
2012.2391,102.93
2012.2418,104.83
2012.2445,100.93
2012.2473,100.63
2012.25,102.33
2012.2527,99.73
2012.2555,95.43
2012.2582,96.03
2012.2609,96.53
2012.2637,99.43
2012.2664,101.33
2012.2691,101.53
2012.2719,104.43
2012.2746,106.63
2012.2773,106.23
2012.2801,104.73
2012.2828,104.63
2012.2855,102.93
2012.2883,101.83
2012.291,104.93
2012.2937,101.93
2012.2964,105.93
2012.2992,104.43
2012.3019,107.13
2012.3046,107.13
2012.3074,107.93
2012.3101,102.53
2012.3128,105.43
2012.3156,108.03
2012.3183,105.53
2012.321,101.63
2012.3238,102.63
2012.3265,103.93
2012.3292,104.23
2012.332,107.63
2012.3347,111.33
2012.3374,112.03
2012.3402,112.13
2012.3429,108.43
2012.3456,105.13
2012.3484,101.83
2012.3511,101.03
2012.3538,104.73
2012.3566,105.13
2012.3593,107.23
2012.362,102.13
2012.3648,101.63
2012.3675,105.33
2012.3702,105.63
2012.373,102.73
2012.3757,104.43
2012.3784,102.73
2012.3811,102.43
2012.3839,101.93
2012.3866,108.43
2012.3893,105.73
2012.3921,102.73
2012.3948,101.83
2012.3975,104.23
2012.4003,102.03
2012.403,108.43
2012.4057,113.13
2012.4085,107.63
2012.4112,103.23
2012.4139,105.03
2012.4167,103.13
2012.4194,106.83
2012.4221,101.73
2012.4249,101.63
2012.4276,105.63
2012.4303,103.03
2012.4331,103.43
2012.4358,110.93
2012.4385,105.73
2012.4413,109.23
2012.444,111.13
2012.4467,113.73
2012.4495,112.53
2012.4522,104.13
2012.4549,100.83
2012.4577,104.83
2012.4604,102.93
2012.4631,105.43
2012.4658,103.13
2012.4686,104.13
2012.4713,104.43
2012.474,105.33
2012.4768,103.43
2012.4795,106.93
2012.4822,109.33
2012.485,104.53
2012.4877,102.63
2012.4904,104.83
2012.4932,108.23
2012.4959,105.93
2012.4986,105.93
2012.5014,104.23
2012.5041,104.43
2012.5068,103.63
2012.5096,102.73
2012.5123,107.13
2012.515,113.13
2012.5178,107.33
2012.5205,110.93
2012.5232,111.63
2012.526,113.03
2012.5287,111.93
2012.5314,113.53
2012.5342,110.03
2012.5369,108.73
2012.5396,109.73
2012.5423,106.23
2012.5451,114.83
2012.5478,113.13
2012.5505,113.43
2012.5533,106.83
2012.556,104.23
2012.5587,107.83
2012.5615,111.03
2012.5642,111.13
2012.5669,108.63
2012.5697,106.53
2012.5724,112.13
2012.5751,115.73
2012.5779,109.13
2012.5806,107.43
2012.5833,104.03
2012.5861,98.73
2012.5888,106.03
2012.5915,109.63
2012.5943,115.43
2012.597,111.23
2012.5997,111.63
2012.6025,108.33
2012.6052,103.13
2012.6079,102.53
2012.6107,102.73
2012.6134,109.13
2012.6161,106.73
2012.6189,104.73
2012.6216,103.63
2012.6243,108.23
2012.627,109.03
2012.6298,106.83
2012.6325,110.73
2012.6352,105.53
2012.638,110.83
2012.6407,109.53
2012.6434,112.43
2012.6462,110.13
2012.6489,110.03
2012.6516,111.53
2012.6544,106.53
2012.6571,105.73
2012.6598,105.03
2012.6626,101.13
2012.6653,103.83
2012.668,105.93
2012.6708,104.93
2012.6735,105.63
2012.6762,107.43
2012.679,108.13
2012.6817,103.83
2012.6844,104.33
2012.6872,103.53
2012.6899,104.33
2012.6926,109.13
2012.6954,111.13
2012.6981,107.33
2012.7008,111.83
2012.7036,118.13
2012.7063,111.33
2012.709,109.03
2012.7117,110.53
2012.7145,100.43
2012.7172,101.13
2012.7199,100.53
2012.7227,97.53
2012.7254,99.33
2012.7281,100.93
2012.7309,104.13
2012.7336,105.23
2012.7363,108.13
2012.7391,107.53
2012.7418,106.13
2012.7445,102.83
2012.7473,105.93
2012.75,104.43
2012.7527,103.23
2012.7555,102.33
2012.7582,101.73
2012.7609,104.03
2012.7637,105.13
2012.7664,103.83
2012.7691,104.63
2012.7719,101.63
2012.7746,99.13
2012.7773,99.93
2012.7801,99.43
2012.7828,100.13
2012.7855,99.43
2012.7883,103.23
2012.791,103.03
2012.7937,102.03
2012.7964,104.93
2012.7992,105.03
2012.8019,101.13
2012.8046,101.03
2012.8074,97.53
2012.8101,97.13
2012.8128,101.13
2012.8156,106.53
2012.8183,106.13
2012.821,103.43
2012.8238,105.03
2012.8265,105.33
2012.8292,103.43
2012.832,105.33
2012.8347,110.13
2012.8374,108.23
2012.8402,107.53
2012.8429,104.93
2012.8456,104.23
2012.8484,108.33
2012.8511,107.23
2012.8538,108.33
2012.8566,107.13
2012.8593,107.93
2012.862,105.63
2012.8648,104.73
2012.8675,104.83
2012.8702,104.43
2012.873,105.53
2012.8757,102.43
2012.8784,109.73
2012.8811,109.73
2012.8839,105.63
2012.8866,106.53
2012.8893,108.43
2012.8921,107.23
2012.8948,106.43
2012.8975,103.53
2012.9003,104.83
2012.903,102.93
2012.9057,103.93
2012.9085,103.83
2012.9112,106.23
2012.9139,105.83
2012.9167,100.83
2012.9194,98.63
2012.9221,99.13
2012.9249,104.13
2012.9276,102.73
2012.9303,102.83
2012.9331,96.13
2012.9358,94.53
2012.9385,97.13
2012.9413,95.83
2012.944,96.63
2012.9467,92.03
2012.9495,94.23
2012.9522,94.83
2012.9549,97.93
2012.9577,99.93
2012.9604,98.33
2012.9631,94.33
2012.9658,92.83
2012.9686,93.53
2012.9713,89.53
2012.974,91.03
2012.9768,97.83
2012.9795,105.13
2012.9822,106.23
2012.985,101.93
2012.9877,99.73
2012.9904,97.33
2012.9932,101.23
2012.9959,106.13
2012.9986,111.13
2013.0014,112.03
2013.0041,107.13
2013.0068,105.33
2013.0096,102.03
2013.0123,103.73
2013.0151,103.73
2013.0178,100.83
2013.0205,103.43
2013.0233,103.63
2013.026,108.03
2013.0288,104.63
2013.0315,104.33
2013.0342,105.83
2013.037,107.03
2013.0397,106.23
2013.0425,99.83
2013.0452,98.03
2013.0479,99.03
2013.0507,102.73
2013.0534,104.23
2013.0562,106.63
2013.0589,108.23
2013.0616,109.13
2013.0644,107.73
2013.0671,107.53
2013.0699,110.63
2013.0726,114.93
2013.0753,110.53
2013.0781,109.33
2013.0808,112.33
2013.0836,117.83
2013.0863,116.13
2013.089,109.93
2013.0918,108.13
2013.0945,110.43
2013.0973,108.83
2013.1,108.33
2013.1027,101.03
2013.1055,98.03
2013.1082,97.43
2013.111,101.93
2013.1137,97.53
2013.1164,85.13
2013.1192,82.63
2013.1219,83.63
2013.1247,89.73
2013.1274,99.83
2013.1301,104.23
2013.1329,102.53
2013.1356,98.93
2013.1384,98.83
2013.1411,102.63
2013.1438,102.13
2013.1466,103.03
2013.1493,102.33
2013.1521,101.13
2013.1548,103.03
2013.1575,108.53
2013.1603,113.43
2013.163,112.23
2013.1658,112.63
2013.1685,112.43
2013.1712,110.63
2013.174,109.43
2013.1767,110.93
2013.1795,107.73
2013.1822,107.83
2013.1849,104.73
2013.1877,105.13
2013.1904,111.13
2013.1932,112.43
2013.1959,111.13
2013.1986,110.73
2013.2014,108.23
2013.2041,104.83
2013.2068,106.93
2013.2096,104.23
2013.2123,107.33
2013.2151,107.13
2013.2178,102.53
2013.2205,102.03
2013.2233,102.13
2013.226,101.83
2013.2288,103.93
2013.2315,106.53
2013.2342,108.63
2013.237,109.33
2013.2397,109.13
2013.2425,110.33
2013.2452,109.73
2013.2479,112.53
2013.2507,108.93
2013.2534,106.03
2013.2562,105.73
2013.2589,108.13
2013.2616,107.13
2013.2644,107.43
2013.2671,108.33
2013.2699,110.23
2013.2726,107.03
2013.2753,108.43
2013.2781,110.53
2013.2808,111.63
2013.2836,111.03
2013.2863,111.03
2013.289,111.33
2013.2918,116.73
2013.2945,116.43
2013.2973,114.33
2013.3,105.63
2013.3027,107.03
2013.3055,110.63
2013.3082,111.13
2013.311,110.33
2013.3137,109.03
2013.3164,110.93
2013.3192,112.03
2013.3219,114.23
2013.3247,110.83
2013.3274,109.03
2013.3301,106.53
2013.3329,107.43
2013.3356,107.93
2013.3384,110.33
2013.3411,111.53
2013.3438,111.03
2013.3466,110.03
2013.3493,111.23
2013.3521,114.83
2013.3548,117.33
2013.3575,114.73
2013.3603,115.53
2013.363,115.03
2013.3658,114.43
2013.3685,115.23
2013.3712,117.93
2013.374,115.83
2013.3767,113.83
2013.3795,113.63
2013.3822,115.23
2013.3849,119.83
2013.3877,119.53
2013.3904,115.53
2013.3932,114.03
2013.3959,116.13
2013.3986,114.93
2013.4014,120.43
2013.4041,114.53
2013.4068,114.33
2013.4096,115.93
2013.4123,114.63
2013.4151,118.33
2013.4178,121.63
2013.4205,119.33
2013.4233,112.63
2013.426,110.23
2013.4288,114.83
2013.4315,113.73
2013.4342,115.03
2013.437,118.63
2013.4397,119.83
2013.4425,114.13
2013.4452,110.33
2013.4479,121.03
2013.4507,115.33
2013.4534,115.93
2013.4562,116.33
2013.4589,111.23
2013.4616,115.13
2013.4644,116.43
2013.4671,117.53
2013.4699,114.83
2013.4726,124.03
2013.4753,122.23
2013.4781,113.73
2013.4808,119.13
2013.4836,116.03
2013.4863,109.23
2013.489,112.33
2013.4918,115.13
2013.4945,112.03
2013.4973,120.93
2013.5,114.93
2013.5027,116.73
2013.5055,114.43
2013.5082,111.93
2013.511,112.23
2013.5137,114.73
2013.5164,113.83
2013.5192,116.93
2013.5219,115.13
2013.5247,120.63
2013.5274,115.83
2013.5301,121.63
2013.5329,124.23
2013.5356,117.83
2013.5384,122.23
2013.5411,117.73
2013.5438,115.13
2013.5466,114.43
2013.5493,116.23
2013.5521,116.23
2013.5548,113.83
2013.5575,117.03
2013.5603,118.83
2013.563,116.73
2013.5658,121.63
2013.5685,126.63
2013.5712,117.53
2013.574,125.53
2013.5767,122.53
2013.5795,124.93
2013.5822,119.83
2013.5849,117.53
2013.5877,120.53
2013.5904,116.83
2013.5932,116.43
2013.5959,116.13
2013.5986,121.83
2013.6014,121.13
2013.6041,120.23
2013.6068,118.83
2013.6096,120.83
2013.6123,118.43
2013.6151,115.63
2013.6178,113.63
2013.6205,115.03
2013.6233,115.13
2013.626,119.23
2013.6288,118.33
2013.6315,114.13
2013.6342,115.03
2013.637,112.73
2013.6397,111.63
2013.6425,110.13
2013.6452,113.53
2013.6479,115.13
2013.6507,119.13
2013.6534,120.83
2013.6562,124.03
2013.6589,122.63
2013.6616,119.23
2013.6644,125.03
2013.6671,119.53
2013.6699,116.63
2013.6726,114.63
2013.6753,113.23
2013.6781,115.13
2013.6808,118.93
2013.6836,113.93
2013.6863,114.53
2013.689,116.13
2013.6918,115.63
2013.6945,114.23
2013.6973,115.33
2013.7,116.63
2013.7027,115.63
2013.7055,116.83
2013.7082,120.43
2013.711,124.03
2013.7137,124.73
2013.7164,121.43
2013.7192,117.23
2013.7219,115.83
2013.7247,117.53
2013.7274,116.53
2013.7301,114.63
2013.7329,112.03
2013.7356,113.53
2013.7384,112.43
2013.7411,113.03
2013.7438,108.73
2013.7466,113.03
2013.7493,114.63
2013.7521,112.63
2013.7548,113.03
2013.7575,114.33
2013.7603,118.33
2013.763,121.73
2013.7658,118.93
2013.7685,116.33
2013.7712,122.83
2013.774,121.83
2013.7767,116.13
2013.7795,112.03
2013.7822,118.33
2013.7849,119.73
2013.7877,122.03
2013.7904,120.03
2013.7932,119.43
2013.7959,118.63
2013.7986,117.63
2013.8014,118.43
2013.8041,117.23
2013.8068,119.23
2013.8096,124.83
2013.8123,122.43
2013.8151,119.93
2013.8178,124.83
2013.8205,128.33
2013.8233,130.93
2013.826,122.93
2013.8288,117.63
2013.8315,112.53
2013.8342,114.73
2013.837,116.03
2013.8397,120.23
2013.8425,120.83
2013.8452,121.63
2013.8479,116.33
2013.8507,117.23
2013.8534,113.03
2013.8562,108.43
2013.8589,112.83
2013.8616,111.83
2013.8644,112.33
2013.8671,112.13
2013.8699,110.63
2013.8726,113.53
2013.8753,120.23
2013.8781,116.13
2013.8808,114.33
2013.8836,116.53
2013.8863,116.33
2013.889,117.33
2013.8918,117.83
2013.8945,117.83
2013.8973,114.13
2013.9,113.03
2013.9027,114.63
2013.9055,118.63
2013.9082,120.13
2013.911,117.83
2013.9137,119.23
2013.9164,119.53
2013.9192,115.93
2013.9219,113.63
2013.9247,117.63
2013.9274,118.33
2013.9301,115.13
2013.9329,109.53
2013.9356,108.43
2013.9384,105.23
2013.9411,106.03
2013.9438,108.93
2013.9466,111.93
2013.9493,114.53
2013.9521,110.73
2013.9548,110.53
2013.9575,114.73
2013.9603,112.43
2013.963,110.03
2013.9658,116.33
2013.9685,110.43
2013.9712,110.33
2013.974,117.43
2013.9767,114.63
2013.9795,121.33
2013.9822,121.03
2013.9849,116.03
2013.9877,114.73
2013.9904,116.33
2013.9932,111.53
2013.9959,109.23
2013.9986,110.33
2014.0014,102.83
2014.0041,110.13
2014.0068,115.13
2014.0096,116.83
2014.0123,113.13
2014.0151,115.73
2014.0178,112.43
2014.0205,110.43
2014.0233,113.23
2014.026,115.33
2014.0288,112.83
2014.0315,109.13
2014.0342,109.03
2014.037,109.03
2014.0397,107.43
2014.0425,106.13
2014.0452,107.63
2014.0479,107.03
2014.0507,109.23
2014.0534,111.63
2014.0562,113.73
2014.0589,112.23
2014.0616,112.93
2014.0644,110.83
2014.0671,113.33
2014.0699,116.43
2014.0726,115.23
2014.0753,115.13
2014.0781,110.53
2014.0808,110.73
2014.0836,111.73
2014.0863,120.83
2014.089,117.23
2014.0918,118.73
2014.0945,121.43
2014.0973,122.63
2014.1,124.33
2014.1027,125.03
2014.1055,127.13
2014.1082,126.73
2014.111,126.23
2014.1137,122.23
2014.1164,123.03
2014.1192,122.53
2014.1219,118.83
2014.1247,122.43
2014.1274,124.53
2014.1301,123.83
2014.1329,119.83
2014.1356,121.13
2014.1384,120.93
2014.1411,122.63
2014.1438,118.33
2014.1466,117.13
2014.1493,114.43
2014.1521,112.23
2014.1548,109.53
2014.1575,111.63
2014.1603,117.53
2014.163,116.93
2014.1658,117.53
2014.1685,119.83
2014.1712,121.53
2014.174,116.13
2014.1767,121.03
2014.1795,120.43
2014.1822,114.03
2014.1849,115.03
2014.1877,110.63
2014.1904,115.43
2014.1932,117.73
2014.1959,119.53
2014.1986,124.23
2014.2014,128.63
2014.2041,123.93
2014.2068,114.63
2014.2096,114.93
2014.2123,115.23
2014.2151,119.33
2014.2178,120.63
2014.2205,120.63
2014.2233,120.23
2014.226,118.33
2014.2288,115.83
2014.2315,110.73
2014.2342,116.33
2014.237,111.73
2014.2397,117.33
2014.2425,115.33
2014.2452,117.03
2014.2479,115.23
2014.2507,117.83
2014.2534,121.03
2014.2562,120.13
2014.2589,122.43
2014.2616,120.53
2014.2644,123.23
2014.2671,123.53
2014.2699,118.53
2014.2726,117.23
2014.2753,118.53
2014.2781,122.63
2014.2808,124.43
2014.2836,125.33
2014.2863,112.63
2014.289,112.63
2014.2918,119.43
2014.2945,120.23
2014.2973,117.53
2014.3,115.53
2014.3027,116.43
2014.3055,114.03
2014.3082,112.73
2014.311,114.63
2014.3137,118.13
2014.3164,122.13
2014.3192,123.63
2014.3219,124.13
2014.3247,124.93
2014.3274,120.73
2014.3301,123.03
2014.3329,116.13
2014.3356,118.13
2014.3384,120.03
2014.3411,115.03
2014.3438,119.73
2014.3466,120.13
2014.3493,123.73
2014.3521,120.83
2014.3548,120.43
2014.3575,124.73
2014.3603,123.93
2014.363,122.93
2014.3658,115.03
2014.3685,113.83
2014.3712,115.73
2014.374,122.73
2014.3767,121.93
2014.3795,119.43
2014.3822,120.93
2014.3849,122.43
2014.3877,122.03
2014.3904,124.33
2014.3932,123.43
2014.3959,121.13
2014.3986,120.33
2014.4014,118.03
2014.4041,118.83
2014.4068,119.13
2014.4096,120.13
2014.4123,120.23
2014.4151,120.93
2014.4178,120.23
2014.4205,118.53
2014.4233,120.43
2014.426,120.73
2014.4288,124.53
2014.4315,120.33
2014.4342,121.43
2014.437,126.53
2014.4397,122.43
2014.4425,120.83
2014.4452,124.93
2014.4479,122.53
2014.4507,122.23
2014.4534,122.23
2014.4562,120.83
2014.4589,126.73
2014.4616,125.03
2014.4644,124.53
2014.4671,122.13
2014.4699,124.73
2014.4726,121.43
2014.4753,118.53
2014.4781,120.13
2014.4808,120.33
2014.4836,116.93
2014.4863,120.73
2014.489,119.73
2014.4918,120.33
2014.4945,118.33
2014.4973,116.93
2014.5,125.33
2014.5027,124.83
2014.5055,125.83
2014.5082,121.23
2014.511,124.03
2014.5137,120.03
2014.5164,119.23
2014.5192,125.03
2014.5219,123.83
2014.5247,122.93
2014.5274,122.43
2014.5301,123.63
2014.5329,128.63
2014.5356,128.43
2014.5384,126.93
2014.5411,117.63
2014.5438,123.43
2014.5466,119.03
2014.5493,125.43
2014.5521,120.93
2014.5548,119.03
2014.5575,126.83
2014.5603,123.93
2014.563,128.93
2014.5658,128.03
2014.5685,128.73
2014.5712,128.03
2014.574,129.13
2014.5767,135.13
2014.5795,131.53
2014.5822,127.03
2014.5849,123.03
2014.5877,124.73
2014.5904,126.13
2014.5932,131.13
2014.5959,129.33
2014.5986,126.33
2014.6014,126.93
2014.6041,127.03
2014.6068,132.83
2014.6096,131.83
2014.6123,128.73
2014.6151,125.13
2014.6178,131.73
2014.6205,130.53
2014.6233,128.13
2014.626,129.93
2014.6288,128.23
2014.6315,124.13
2014.6342,124.13
2014.637,126.63
