sampling,period,time
47376.5,1361.0458,1988.5914
47377.5,1361.0591,1988.5941
47378.5,1361.0567,1988.5969
47379.5,1360.9964,1988.5996
47380.5,1360.8907,1988.6023
47381.5,1360.7349,1988.6051
47382.5,1360.5571,1988.6078
47383.5,1360.4105,1988.6105
47384.5,1360.4175,1988.6133
47385.5,1360.4574,1988.616
47386.5,1360.6185,1988.6188
47387.5,1360.7987,1988.6215
47388.5,1360.9674,1988.6242
47389.5,1361.1253,1988.627
47390.5,1361.2479,1988.6297
47391.5,1361.3201,1988.6324
47392.5,1361.3463,1988.6352
47393.5,1361.3652,1988.6379
47394.5,1361.3568,1988.6407
47395.5,1361.3571,1988.6434
47396.5,1361.3445,1988.6461
47397.5,1361.3363,1988.6489
47398.5,1361.3336,1988.6516
47399.5,1361.3167,1988.6543
47400.5,1361.1713,1988.6571
47401.5,1361.0244,1988.6598
47402.5,1360.785,1988.6626
47403.5,1360.5806,1988.6653
47404.5,1360.5032,1988.668
47405.5,1360.6094,1988.6708
47406.5,1360.8468,1988.6735
47407.5,1361.0826,1988.6762
47408.5,1361.2716,1988.679
47409.5,1361.4405,1988.6817
47410.5,1361.4746,1988.6845
47411.5,1361.4646,1988.6872
47412.5,1361.4543,1988.6899
47413.5,1361.4468,1988.6927
47414.5,1361.455,1988.6954
47415.5,1361.4587,1988.6982
47416.5,1361.4324,1988.7009
47417.5,1361.4068,1988.7036
47418.5,1361.3846,1988.7064
47419.5,1361.3802,1988.7091
47420.5,1361.3896,1988.7118
47421.5,1361.4146,1988.7146
47422.5,1361.4386,1988.7173
47423.5,1361.4668,1988.7201
47424.5,1361.4829,1988.7228
47425.5,1361.5035,1988.7255
47426.5,1361.51,1988.7283
47427.5,1361.5468,1988.731
47428.5,1361.58,1988.7337
47429.5,1361.5789,1988.7365
47430.5,1361.5738,1988.7392
47431.5,1361.553,1988.742
47432.5,1361.5094,1988.7447
47433.5,1361.4648,1988.7474
47434.5,1361.3983,1988.7502
47435.5,1361.3542,1988.7529
47436.5,1361.3085,1988.7556
47437.5,1361.2054,1988.7584
47438.5,1361.0831,1988.7611
47439.5,1360.9552,1988.7639
47440.5,1360.8723,1988.7666
47441.5,1360.8288,1988.7693
47442.5,1360.8868,1988.7721
47443.5,1361.0466,1988.7748
47444.5,1361.2282,1988.7775
47445.5,1361.3891,1988.7803
47446.5,1361.4742,1988.783
47447.5,1361.4987,1988.7858
47448.5,1361.4819,1988.7885
47449.5,1361.4469,1988.7912
47450.5,1361.4064,1988.794
47451.5,1361.3422,1988.7967
47452.5,1361.2719,1988.7995
47453.5,1361.1673,1988.8022
47454.5,1361.0707,1988.8049
47455.5,1360.9652,1988.8077
47456.5,1360.8757,1988.8104
47457.5,1360.8727,1988.8131
47458.5,1360.9371,1988.8159
47459.5,1361.0717,1988.8186
47460.5,1361.2059,1988.8214
47461.5,1361.2985,1988.8241
47462.5,1361.3715,1988.8268
47463.5,1361.3345,1988.8296
47464.5,1361.2753,1988.8323
47465.5,1361.152,1988.835
47466.5,1361.0017,1988.8378
47467.5,1360.8321,1988.8405
47468.5,1360.6827,1988.8433
47469.5,1360.629,1988.846
47470.5,1360.6771,1988.8487
47471.5,1360.7931,1988.8515
47472.5,1360.9104,1988.8542
47473.5,1361.0239,1988.8569
47474.5,1361.1255,1988.8597
47475.5,1361.1712,1988.8624
47476.5,1361.1936,1988.8652
47477.5,1361.1701,1988.8679
47478.5,1361.1637,1988.8706
47479.5,1361.1951,1988.8734
47480.5,1361.2307,1988.8761
47481.5,1361.2776,1988.8789
47482.5,1361.3229,1988.8816
47483.5,1361.361,1988.8843
47484.5,1361.4113,1988.8871
47485.5,1361.461,1988.8898
47486.5,1361.5051,1988.8925
47487.5,1361.5586,1988.8953
47488.5,1361.6005,1988.898
47489.5,1361.625,1988.9008
47490.5,1361.5734,1988.9035
47491.5,1361.5196,1988.9062
47492.5,1361.4406,1988.909
47493.5,1361.3771,1988.9117
47494.5,1361.3013,1988.9144
47495.5,1361.2446,1988.9172
47496.5,1361.2018,1988.9199
47497.5,1361.2261,1988.9227
47498.5,1361.3233,1988.9254
47499.5,1361.4343,1988.9281
47500.5,1361.5036,1988.9309
47501.5,1361.5436,1988.9336
47502.5,1361.5756,1988.9363
47503.5,1361.5727,1988.9391
47504.5,1361.5578,1988.9418
47505.5,1361.5101,1988.9446
47506.5,1361.4456,1988.9473
47507.5,1361.3539,1988.95
47508.5,1361.2479,1988.9528
47509.5,1361.0731,1988.9555
47510.5,1360.8826,1988.9582
47511.5,1360.7167,1988.961
47512.5,1360.5758,1988.9637
47513.5,1360.4752,1988.9665
47514.5,1360.4516,1988.9692
47515.5,1360.5054,1988.9719
47516.5,1360.5814,1988.9747
47517.5,1360.6898,1988.9774
47518.5,1360.8052,1988.9802
47519.5,1360.852,1988.9829
47520.5,1360.8885,1988.9856
47521.5,1360.8687,1988.9884
47522.5,1360.9193,1988.9911
47523.5,1361.0438,1988.9938
47524.5,1361.2036,1988.9966
47525.5,1361.3524,1988.9993
47526.5,1361.459,1989.0021
47527.5,1361.525,1989.0048
47528.5,1361.5906,1989.0075
47529.5,1361.6038,1989.0103
47530.5,1361.618,1989.013
47531.5,1361.6081,1989.0157
47532.5,1361.5556,1989.0185
47533.5,1361.4689,1989.0212
47534.5,1361.4305,1989.024
47535.5,1361.4125,1989.0267
47536.5,1361.4454,1989.0294
47537.5,1361.4064,1989.0322
47538.5,1361.3083,1989.0349
47539.5,1361.1616,1989.0376
47540.5,1360.9857,1989.0404
47541.5,1360.943,1989.0431
47542.5,1361.054,1989.0459
47543.5,1361.2237,1989.0486
47544.5,1361.4826,1989.0513
47545.5,1361.6915,1989.0541
47546.5,1361.789,1989.0568
47547.5,1361.7368,1989.0595
47548.5,1361.5779,1989.0623
47549.5,1361.3822,1989.065
47550.5,1361.248,1989.0678
47551.5,1361.133,1989.0705
47552.5,1361.1532,1989.0732
47553.5,1361.2174,1989.076
47554.5,1361.3046,1989.0787
47555.5,1361.4678,1989.0815
47556.5,1361.5876,1989.0842
47557.5,1361.66,1989.0869
47558.5,1361.6759,1989.0897
47559.5,1361.6998,1989.0924
47560.5,1361.7614,1989.0951
47561.5,1361.8255,1989.0979
47562.5,1361.8407,1989.1006
47563.5,1361.8283,1989.1034
47564.5,1361.722,1989.1061
47565.5,1361.5692,1989.1088
47566.5,1361.4414,1989.1116
47567.5,1361.3249,1989.1143
47568.5,1361.2908,1989.117
47569.5,1361.2827,1989.1198
47570.5,1361.2964,1989.1225
47571.5,1361.382,1989.1253
47572.5,1361.5188,1989.128
47573.5,1361.6316,1989.1307
47574.5,1361.6675,1989.1335
47575.5,1361.6845,1989.1362
47576.5,1361.5213,1989.1389
47577.5,1361.3294,1989.1417
47578.5,1361.189,1989.1444
47579.5,1361.1539,1989.1472
47580.5,1361.2388,1989.1499
47581.5,1361.4074,1989.1526
47582.5,1361.5019,1989.1554
47583.5,1361.598,1989.1581
47584.5,1361.5977,1989.1608
47585.5,1361.5494,1989.1636
47586.5,1361.4991,1989.1663
47587.5,1361.488,1989.1691
47588.5,1361.5394,1989.1718
47589.5,1361.6178,1989.1745
47590.5,1361.6259,1989.1773
47591.5,1361.6121,1989.18
47592.5,1361.4799,1989.1828
47593.5,1361.2748,1989.1855
47594.5,1361.0565,1989.1882
47595.5,1360.8505,1989.191
47596.5,1360.7173,1989.1937
47597.5,1360.7353,1989.1964
47598.5,1360.9146,1989.1992
47599.5,1361.1113,1989.2019
47600.5,1361.3352,1989.2047
47601.5,1361.5424,1989.2074
47602.5,1361.6304,1989.2101
47603.5,1361.5829,1989.2129
47604.5,1361.4423,1989.2156
47605.5,1361.296,1989.2183
47606.5,1361.271,1989.2211
47607.5,1361.2475,1989.2238
47608.5,1361.3252,1989.2266
47609.5,1361.411,1989.2293
47610.5,1361.4863,1989.232
47611.5,1361.5134,1989.2348
47612.5,1361.515,1989.2375
47613.5,1361.5376,1989.2402
47614.5,1361.558,1989.243
47615.5,1361.5501,1989.2457
47616.5,1361.5294,1989.2485
47617.5,1361.5008,1989.2512
47618.5,1361.4937,1989.2539
47619.5,1361.546,1989.2567
47620.5,1361.6566,1989.2594
47621.5,1361.8029,1989.2621
47622.5,1361.9654,1989.2649
47623.5,1362.1489,1989.2676
47624.5,1362.3319,1989.2704
47625.5,1362.4922,1989.2731
47626.5,1362.5805,1989.2758
47627.5,1362.5697,1989.2786
47628.5,1362.4427,1989.2813
47629.5,1362.1823,1989.2841
47630.5,1361.9351,1989.2868
47631.5,1361.6894,1989.2895
47632.5,1361.5042,1989.2923
47633.5,1361.3918,1989.295
47634.5,1361.3518,1989.2977
47635.5,1361.3756,1989.3005
47636.5,1361.4074,1989.3032
47637.5,1361.3949,1989.306
47638.5,1361.3898,1989.3087
47639.5,1361.3671,1989.3114
47640.5,1361.4014,1989.3142
47641.5,1361.4561,1989.3169
47642.5,1361.5138,1989.3196
47643.5,1361.5852,1989.3224
47644.5,1361.6226,1989.3251
47645.5,1361.6347,1989.3279
47646.5,1361.6589,1989.3306
47647.5,1361.6821,1989.3333
47648.5,1361.7196,1989.3361
47649.5,1361.7742,1989.3388
47650.5,1361.8715,1989.3415
47651.5,1362.0331,1989.3443
47652.5,1362.2209,1989.347
47653.5,1362.3318,1989.3498
47654.5,1362.451,1989.3525
47655.5,1362.5133,1989.3552
47656.5,1362.5265,1989.358
47657.5,1362.5179,1989.3607
47658.5,1362.4091,1989.3634
47659.5,1362.2729,1989.3662
47660.5,1362.128,1989.3689
47661.5,1361.9831,1989.3717
47662.5,1361.8475,1989.3744
47663.5,1361.7271,1989.3771
47664.5,1361.5795,1989.3799
47665.5,1361.3954,1989.3826
47666.5,1361.2727,1989.3854
47667.5,1361.2928,1989.3881
47668.5,1361.299,1989.3908
47669.5,1361.3085,1989.3936
47670.5,1361.3217,1989.3963
47671.5,1361.3109,1989.399
47672.5,1361.3141,1989.4018
47673.5,1361.3206,1989.4045
47674.5,1361.3326,1989.4073
47675.5,1361.3117,1989.41
47676.5,1361.3067,1989.4127
47677.5,1361.38,1989.4155
47678.5,1361.454,1989.4182
47679.5,1361.5715,1989.4209
47680.5,1361.6585,1989.4237
47681.5,1361.6845,1989.4264
47682.5,1361.6342,1989.4292
47683.5,1361.5717,1989.4319
47684.5,1361.4558,1989.4346
47685.5,1361.3043,1989.4374
47686.5,1361.0556,1989.4401
47687.5,1360.746,1989.4428
47688.5,1360.4515,1989.4456
47689.5,1360.0981,1989.4483
47690.5,1359.8258,1989.4511
47691.5,1359.7261,1989.4538
47692.5,1359.9849,1989.4565
47693.5,1360.2866,1989.4593
47694.5,1360.751,1989.462
47695.5,1361.193,1989.4648
47696.5,1361.4962,1989.4675
47697.5,1361.5807,1989.4702
47698.5,1361.4752,1989.473
47699.5,1361.2685,1989.4757
47700.5,1361.1255,1989.4784
47701.5,1360.9894,1989.4812
47702.5,1360.9436,1989.4839
47703.5,1360.9439,1989.4867
47704.5,1361.0252,1989.4894
47705.5,1361.2159,1989.4921
47706.5,1361.4784,1989.4949
47707.5,1361.7571,1989.4976
47708.5,1361.9035,1989.5003
47709.5,1362.0316,1989.5031
47710.5,1362.02,1989.5058
47711.5,1362.0335,1989.5086
47712.5,1362.0877,1989.5113
47713.5,1362.1646,1989.514
47714.5,1362.2185,1989.5168
47715.5,1362.2256,1989.5195
47716.5,1362.1936,1989.5222
47717.5,1362.1575,1989.525
47718.5,1362.0834,1989.5277
47719.5,1362.0124,1989.5305
47720.5,1361.9326,1989.5332
47721.5,1361.8745,1989.5359
47722.5,1361.8287,1989.5387
47723.5,1361.761,1989.5414
47724.5,1361.6892,1989.5441
47725.5,1361.6182,1989.5469
47726.5,1361.5382,1989.5496
47727.5,1361.4644,1989.5524
47728.5,1361.4079,1989.5551
47729.5,1361.3857,1989.5578
47730.5,1361.3639,1989.5606
47731.5,1361.3776,1989.5633
47732.5,1361.3922,1989.5661
47733.5,1361.3904,1989.5688
47734.5,1361.3678,1989.5715
47735.5,1361.3269,1989.5743
47736.5,1361.2863,1989.577
47737.5,1361.2584,1989.5797
47738.5,1361.2539,1989.5825
47739.5,1361.2672,1989.5852
47740.5,1361.2955,1989.588
47741.5,1361.3173,1989.5907
47742.5,1361.3395,1989.5934
47743.5,1361.3231,1989.5962
47744.5,1361.2929,1989.5989
47745.5,1361.2701,1989.6016
47746.5,1361.2683,1989.6044
47747.5,1361.2873,1989.6071
47748.5,1361.3066,1989.6099
47749.5,1361.3348,1989.6126
47750.5,1361.3453,1989.6153
47751.5,1361.3248,1989.6181
47752.5,1361.2977,1989.6208
47753.5,1361.3132,1989.6235
47754.5,1361.329,1989.6263
47755.5,1361.4063,1989.629
47756.5,1361.5295,1989.6318
47757.5,1361.6811,1989.6345
47758.5,1361.8353,1989.6372
47759.5,1361.9366,1989.64
47760.5,1362.0392,1989.6427
47761.5,1362.096,1989.6454
47762.5,1362.1149,1989.6482
47763.5,1362.0927,1989.6509
47764.5,1362.0544,1989.6537
47765.5,1361.9838,1989.6564
47766.5,1361.9147,1989.6591
47767.5,1361.7942,1989.6619
47768.5,1361.6438,1989.6646
47769.5,1361.4807,1989.6674
47770.5,1361.3244,1989.6701
47771.5,1361.2353,1989.6728
47772.5,1361.1465,1989.6756
47773.5,1361.1203,1989.6783
47774.5,1361.1502,1989.681
47775.5,1361.2167,1989.6838
47776.5,1361.2944,1989.6865
47777.5,1361.3396,1989.6893
47778.5,1361.3852,1989.692
47779.5,1361.4047,1989.6947
47780.5,1361.4334,1989.6975
47781.5,1361.483,1989.7002
47782.5,1361.5383,1989.7029
47783.5,1361.5945,1989.7057
47784.5,1361.6343,1989.7084
47785.5,1361.6541,1989.7112
47786.5,1361.6495,1989.7139
47787.5,1361.6214,1989.7166
47788.5,1361.6119,1989.7194
47789.5,1361.6033,1989.7221
47790.5,1361.6045,1989.7248
47791.5,1361.6273,1989.7276
47792.5,1361.6743,1989.7303
47793.5,1361.7374,1989.7331
47794.5,1361.8049,1989.7358
47795.5,1361.8734,1989.7385
47796.5,1361.9463,1989.7413
47797.5,1362.0099,1989.744
47798.5,1362.0572,1989.7467
47799.5,1362.0962,1989.7495
47800.5,1362.1461,1989.7522
47801.5,1362.1977,1989.755
47802.5,1362.2646,1989.7577
47803.5,1362.3201,1989.7604
47804.5,1362.3575,1989.7632
47805.5,1362.375,1989.7659
47806.5,1362.3712,1989.7687
47807.5,1362.3695,1989.7714
47808.5,1362.3474,1989.7741
47809.5,1362.3104,1989.7769
47810.5,1362.2637,1989.7796
47811.5,1362.1856,1989.7823
47812.5,1362.1022,1989.7851
47813.5,1362.0205,1989.7878
47814.5,1361.953,1989.7906
47815.5,1361.9079,1989.7933
47816.5,1361.8803,1989.796
47817.5,1361.8675,1989.7988
47818.5,1361.8704,1989.8015
47819.5,1361.8745,1989.8042
47820.5,1361.9002,1989.807
47821.5,1361.9278,1989.8097
47822.5,1361.9669,1989.8125
47823.5,1362.0112,1989.8152
47824.5,1362.0109,1989.8179
47825.5,1362.0121,1989.8207
47826.5,1362.0149,1989.8234
47827.5,1362.0103,1989.8261
47828.5,1362.0029,1989.8289
47829.5,1361.974,1989.8316
47830.5,1361.9464,1989.8344
47831.5,1361.9132,1989.8371
47832.5,1361.8776,1989.8398
47833.5,1361.852,1989.8426
47834.5,1361.831,1989.8453
47835.5,1361.8168,1989.848
47836.5,1361.8037,1989.8508
47837.5,1361.8008,1989.8535
47838.5,1361.7845,1989.8563
47839.5,1361.7719,1989.859
47840.5,1361.7749,1989.8617
47841.5,1361.7778,1989.8645
47842.5,1361.7819,1989.8672
47843.5,1361.7822,1989.87
47844.5,1361.7837,1989.8727
47845.5,1361.7914,1989.8754
47846.5,1361.7848,1989.8782
47847.5,1361.7362,1989.8809
47848.5,1361.6886,1989.8836
47849.5,1361.6341,1989.8864
47850.5,1361.5802,1989.8891
47851.5,1361.5229,1989.8919
47852.5,1361.454,1989.8946
47853.5,1361.3946,1989.8973
47854.5,1361.3357,1989.9001
47855.5,1361.2847,1989.9028
47856.5,1361.2839,1989.9055
47857.5,1361.3251,1989.9083
47858.5,1361.379,1989.911
47859.5,1361.4294,1989.9138
47860.5,1361.4804,1989.9165
47861.5,1361.5272,1989.9192
47862.5,1361.5612,1989.922
47863.5,1361.5953,1989.9247
47864.5,1361.626,1989.9274
47865.5,1361.6595,1989.9302
47866.5,1361.6939,1989.9329
47867.5,1361.762,1989.9357
47868.5,1361.8291,1989.9384
47869.5,1361.8789,1989.9411
47870.5,1361.9211,1989.9439
47871.5,1361.9337,1989.9466
47872.5,1361.9476,1989.9493
47873.5,1361.9293,1989.9521
47874.5,1361.8899,1989.9548
47875.5,1361.8328,1989.9576
47876.5,1361.7742,1989.9603
47877.5,1361.725,1989.963
47878.5,1361.6769,1989.9658
47879.5,1361.6591,1989.9685
47880.5,1361.6554,1989.9713
47881.5,1361.6597,1989.974
47882.5,1361.6384,1989.9767
47883.5,1361.618,1989.9795
47884.5,1361.5532,1989.9822
47885.5,1361.4811,1989.9849
47886.5,1361.4088,1989.9877
47887.5,1361.3558,1989.9904
47888.5,1361.3599,1989.9932
47889.5,1361.3645,1989.9959
47890.5,1361.4481,1989.9986
47891.5,1361.5483,1990.0014
47892.5,1361.6327,1990.0041
47893.5,1361.6847,1990.0068
47894.5,1361.6995,1990.0096
47895.5,1361.7152,1990.0123
47896.5,1361.7306,1990.0151
47897.5,1361.734,1990.0178
47898.5,1361.7232,1990.0205
47899.5,1361.7143,1990.0233
47900.5,1361.7242,1990.026
47901.5,1361.7352,1990.0287
47902.5,1361.7702,1990.0315
47903.5,1361.788,1990.0342
47904.5,1361.7939,1990.037
47905.5,1361.7946,1990.0397
47906.5,1361.792,1990.0424
47907.5,1361.7904,1990.0452
47908.5,1361.8024,1990.0479
47909.5,1361.8316,1990.0507
47910.5,1361.8672,1990.0534
47911.5,1361.8834,1990.0561
47912.5,1361.8348,1990.0589
47913.5,1361.7873,1990.0616
47914.5,1361.6942,1990.0643
47915.5,1361.6208,1990.0671
47916.5,1361.5784,1990.0698
47917.5,1361.5711,1990.0726
47918.5,1361.5791,1990.0753
47919.5,1361.5879,1990.078
47920.5,1361.6228,1990.0808
47921.5,1361.651,1990.0835
47922.5,1361.6619,1990.0862
47923.5,1361.6643,1990.089
47924.5,1361.642,1990.0917
47925.5,1361.6205,1990.0945
47926.5,1361.5927,1990.0972
47927.5,1361.5801,1990.0999
47928.5,1361.5629,1990.1027
47929.5,1361.5427,1990.1054
47930.5,1361.5018,1990.1081
47931.5,1361.4616,1990.1109
47932.5,1361.4221,1990.1136
47933.5,1361.3987,1990.1164
47934.5,1361.4025,1990.1191
47935.5,1361.4363,1990.1218
47936.5,1361.4706,1990.1246
47937.5,1361.5184,1990.1273
47938.5,1361.5521,1990.13
47939.5,1361.5671,1990.1328
47940.5,1361.544,1990.1355
47941.5,1361.4699,1990.1383
47942.5,1361.3963,1990.141
47943.5,1361.308,1990.1437
47944.5,1361.242,1990.1465
47945.5,1361.2065,1990.1492
47946.5,1361.213,1990.152
47947.5,1361.2422,1990.1547
47948.5,1361.2717,1990.1574
47949.5,1361.3123,1990.1602
47950.5,1361.3551,1990.1629
47951.5,1361.401,1990.1656
47952.5,1361.4222,1990.1684
47953.5,1361.4179,1990.1711
47954.5,1361.414,1990.1739
47955.5,1361.4004,1990.1766
47956.5,1361.3987,1990.1793
47957.5,1361.4215,1990.1821
47958.5,1361.4624,1990.1848
47959.5,1361.5014,1990.1875
47960.5,1361.5411,1990.1903
47961.5,1361.5726,1990.193
47962.5,1361.611,1990.1958
47963.5,1361.6504,1990.1985
47964.5,1361.6921,1990.2012
47965.5,1361.7286,1990.204
47966.5,1361.7661,1990.2067
47967.5,1361.8059,1990.2094
47968.5,1361.83,1990.2122
47969.5,1361.8223,1990.2149
47970.5,1361.7894,1990.2177
47971.5,1361.7585,1990.2204
47972.5,1361.7287,1990.2231
47973.5,1361.7193,1990.2259
47974.5,1361.7225,1990.2286
47975.5,1361.7357,1990.2313
47976.5,1361.7638,1990.2341
47977.5,1361.7673,1990.2368
47978.5,1361.7718,1990.2396
47979.5,1361.7722,1990.2423
47980.5,1361.7596,1990.245
47981.5,1361.7172,1990.2478
47982.5,1361.6724,1990.2505
47983.5,1361.6285,1990.2533
47984.5,1361.5943,1990.256
47985.5,1361.5783,1990.2587
47986.5,1361.583,1990.2615
47987.5,1361.6044,1990.2642
47988.5,1361.6363,1990.2669
47989.5,1361.6692,1990.2697
47990.5,1361.7124,1990.2724
47991.5,1361.7395,1990.2752
47992.5,1361.7731,1990.2779
47993.5,1361.8125,1990.2806
47994.5,1361.8302,1990.2834
47995.5,1361.8491,1990.2861
47996.5,1361.8359,1990.2888
47997.5,1361.8136,1990.2916
47998.5,1361.804,1990.2943
47999.5,1361.8232,1990.2971
48000.5,1361.8656,1990.2998
48001.5,1361.9091,1990.3025
48002.5,1361.959,1990.3053
48003.5,1361.9864,1990.308
48004.5,1361.9723,1990.3107
48005.5,1361.9178,1990.3135
48006.5,1361.8442,1990.3162
48007.5,1361.7717,1990.319
48008.5,1361.7201,1990.3217
48009.5,1361.6828,1990.3244
48010.5,1361.6518,1990.3272
48011.5,1361.6148,1990.3299
48012.5,1361.5903,1990.3326
48013.5,1361.5667,1990.3354
48014.5,1361.5523,1990.3381
48015.5,1361.5495,1990.3409
48016.5,1361.555,1990.3436
48017.5,1361.5908,1990.3463
48018.5,1361.65,1990.3491
48019.5,1361.7101,1990.3518
48020.5,1361.7939,1990.3546
48021.5,1361.8835,1990.3573
48022.5,1361.9407,1990.36
48023.5,1361.9449,1990.3628
48024.5,1361.8796,1990.3655
48025.5,1361.8155,1990.3682
48026.5,1361.7078,1990.371
48027.5,1361.6156,1990.3737
48028.5,1361.5515,1990.3765
48029.5,1361.5318,1990.3792
48030.5,1361.5567,1990.3819
48031.5,1361.5824,1990.3847
48032.5,1361.6316,1990.3874
48033.5,1361.6609,1990.3901
48034.5,1361.6816,1990.3929
48035.5,1361.6776,1990.3956
48036.5,1361.6746,1990.3984
48037.5,1361.654,1990.4011
48038.5,1361.6193,1990.4038
48039.5,1361.5984,1990.4066
48040.5,1361.588,1990.4093
48041.5,1361.6037,1990.412
48042.5,1361.6201,1990.4148
48043.5,1361.6697,1990.4175
48044.5,1361.7233,1990.4203
48045.5,1361.7815,1990.423
48046.5,1361.8463,1990.4257
48047.5,1361.8982,1990.4285
48048.5,1361.9514,1990.4312
48049.5,1362.016,1990.4339
48050.5,1362.0652,1990.4367
48051.5,1362.1188,1990.4394
48052.5,1362.1588,1990.4422
48053.5,1362.1686,1990.4449
48054.5,1362.1801,1990.4476
48055.5,1362.1672,1990.4504
48056.5,1362.1426,1990.4531
48057.5,1362.111,1990.4559
48058.5,1362.0818,1990.4586
48059.5,1362.0298,1990.4613
48060.5,1361.9793,1990.4641
48061.5,1361.8968,1990.4668
48062.5,1361.8022,1990.4695
48063.5,1361.695,1990.4723
48064.5,1361.5706,1990.475
48065.5,1361.4376,1990.4778
48066.5,1361.3052,1990.4805
48067.5,1361.1729,1990.4832
48068.5,1361.0469,1990.486
48069.5,1360.9293,1990.4887
48070.5,1360.8063,1990.4914
48071.5,1360.6917,1990.4942
48072.5,1360.5764,1990.4969
48073.5,1360.5075,1990.4997
48074.5,1360.5212,1990.5024
48075.5,1360.6321,1990.5051
48076.5,1360.8237,1990.5079
48077.5,1361.0167,1990.5106
48078.5,1361.2096,1990.5133
48079.5,1361.3957,1990.5161
48080.5,1361.5452,1990.5188
48081.5,1361.6611,1990.5216
48082.5,1361.7243,1990.5243
48083.5,1361.7885,1990.527
48084.5,1361.8386,1990.5298
48085.5,1361.8881,1990.5325
48086.5,1361.9416,1990.5352
48087.5,1361.9783,1990.538
48088.5,1361.955,1990.5407
48089.5,1361.9331,1990.5435
48090.5,1361.8583,1990.5462
48091.5,1361.7702,1990.5489
48092.5,1361.6806,1990.5517
48093.5,1361.6024,1990.5544
48094.5,1361.5667,1990.5572
48095.5,1361.5317,1990.5599
48096.5,1361.5485,1990.5626
48097.5,1361.5979,1990.5654
48098.5,1361.6703,1990.5681
48099.5,1361.7481,1990.5708
48100.5,1361.7833,1990.5736
48101.5,1361.8195,1990.5763
48102.5,1361.8428,1990.5791
48103.5,1361.8506,1990.5818
48104.5,1361.8445,1990.5845
48105.5,1361.8437,1990.5873
48106.5,1361.8351,1990.59
48107.5,1361.8277,1990.5927
48108.5,1361.8294,1990.5955
48109.5,1361.8471,1990.5982
48110.5,1361.8665,1990.601
48111.5,1361.8925,1990.6037
48112.5,1361.8616,1990.6064
48113.5,1361.8319,1990.6092
48114.5,1361.7437,1990.6119
48115.5,1361.6195,1990.6146
48116.5,1361.4847,1990.6174
48117.5,1361.3413,1990.6201
48118.5,1361.2059,1990.6229
48119.5,1361.0707,1990.6256
48120.5,1360.9273,1990.6283
48121.5,1360.7843,1990.6311
48122.5,1360.6545,1990.6338
48123.5,1360.5454,1990.6366
48124.5,1360.5368,1990.6393
48125.5,1360.5273,1990.642
48126.5,1360.6396,1990.6448
48127.5,1360.816,1990.6475
48128.5,1361.0286,1990.6502
48129.5,1361.2506,1990.653
48130.5,1361.4231,1990.6557
48131.5,1361.5961,1990.6585
48132.5,1361.6916,1990.6612
48133.5,1361.732,1990.6639
48134.5,1361.7505,1990.6667
48135.5,1361.7702,1990.6694
48136.5,1361.791,1990.6721
48137.5,1361.806,1990.6749
48138.5,1361.793,1990.6776
48139.5,1361.789,1990.6804
48140.5,1361.8261,1990.6831
48141.5,1361.8417,1990.6858
48142.5,1361.8585,1990.6886
48143.5,1361.8596,1990.6913
48144.5,1361.8518,1990.694
48145.5,1361.838,1990.6968
48146.5,1361.8143,1990.6995
48147.5,1361.786,1990.7023
48148.5,1361.7589,1990.705
48149.5,1361.7426,1990.7077
48150.5,1361.7298,1990.7105
48151.5,1361.7255,1990.7132
48152.5,1361.7313,1990.7159
48153.5,1361.7259,1990.7187
48154.5,1361.7214,1990.7214
48155.5,1361.7092,1990.7242
48156.5,1361.6818,1990.7269
48157.5,1361.6376,1990.7296
48158.5,1361.5805,1990.7324
48159.5,1361.5133,1990.7351
48160.5,1361.4469,1990.7379
48161.5,1361.3922,1990.7406
48162.5,1361.3408,1990.7433
48163.5,1361.2908,1990.7461
48164.5,1361.2407,1990.7488
48165.5,1361.2083,1990.7515
48166.5,1361.1761,1990.7543
48167.5,1361.1653,1990.757
48168.5,1361.1528,1990.7598
48169.5,1361.1339,1990.7625
48170.5,1361.1066,1990.7652
48171.5,1361.071,1990.768
48172.5,1361.0355,1990.7707
48173.5,1360.9994,1990.7734
48174.5,1360.9776,1990.7762
48175.5,1360.9772,1990.7789
48176.5,1360.9929,1990.7817
48177.5,1361.033,1990.7844
48178.5,1361.073,1990.7871
48179.5,1361.158,1990.7899
48180.5,1361.2688,1990.7926
48181.5,1361.3922,1990.7953
48182.5,1361.4777,1990.7981
48183.5,1361.5638,1990.8008
48184.5,1361.6126,1990.8036
48185.5,1361.6278,1990.8063
48186.5,1361.6228,1990.809
48187.5,1361.6022,1990.8118
48188.5,1361.5772,1990.8145
48189.5,1361.553,1990.8172
48190.5,1361.5308,1990.82
48191.5,1361.5086,1990.8227
48192.5,1361.4762,1990.8255
48193.5,1361.4457,1990.8282
48194.5,1361.4364,1990.8309
48195.5,1361.4277,1990.8337
48196.5,1361.4465,1990.8364
48197.5,1361.4718,1990.8392
48198.5,1361.4958,1990.8419
48199.5,1361.5184,1990.8446
48200.5,1361.4901,1990.8474
48201.5,1361.4623,1990.8501
48202.5,1361.4074,1990.8528
48203.5,1361.3363,1990.8556
48204.5,1361.2444,1990.8583
48205.5,1361.1323,1990.8611
48206.5,1361.0025,1990.8638
48207.5,1360.8726,1990.8665
48208.5,1360.7019,1990.8693
