sampling,period,time
53059.5,1360.4804,2004.1506
53060.5,1360.4682,2004.1533
53061.5,1360.515,2004.1561
53062.5,1360.6307,2004.1588
53063.5,1360.7502,2004.1615
53064.5,1360.8704,2004.1643
53065.5,1360.8559,2004.167
53066.5,1360.843,2004.1697
53067.5,1360.835,2004.1725
53068.5,1360.8282,2004.1752
53069.5,1360.8251,2004.178
53070.5,1360.7776,2004.1807
53071.5,1360.7134,2004.1834
53072.5,1360.6498,2004.1862
53073.5,1360.6596,2004.1889
53074.5,1360.6701,2004.1916
53075.5,1360.7149,2004.1944
53076.5,1360.8304,2004.1971
53077.5,1360.9607,2004.1999
53078.5,1361.0925,2004.2026
53079.5,1361.1232,2004.2053
53080.5,1361.1558,2004.2081
53081.5,1361.167,2004.2108
53082.5,1361.1215,2004.2136
53083.5,1361.0701,2004.2163
53084.5,1361.0359,2004.219
53085.5,1361.0021,2004.2218
53086.5,1360.9862,2004.2245
53087.5,1360.9988,2004.2272
53088.5,1361.0246,2004.23
53089.5,1361.0527,2004.2327
53090.5,1360.991,2004.2355
53091.5,1360.9311,2004.2382
53092.5,1360.8619,2004.2409
53093.5,1360.8298,2004.2437
53094.5,1360.8184,2004.2464
53095.5,1360.8076,2004.2491
53096.5,1360.8705,2004.2519
53097.5,1360.9345,2004.2546
53098.5,1360.994,2004.2574
53099.5,1361.0134,2004.2601
53100.5,1361.0226,2004.2628
53101.5,1361.0219,2004.2656
53102.5,1361.0212,2004.2683
53103.5,1361.0224,2004.271
53104.5,1361.0522,2004.2738
53105.5,1361.0841,2004.2765
53106.5,1361.1161,2004.2793
53107.5,1361.1212,2004.282
53108.5,1361.1199,2004.2847
53109.5,1361.121,2004.2875
53110.5,1361.0911,2004.2902
53111.5,1361.0633,2004.293
53112.5,1361.0262,2004.2957
53113.5,1360.9655,2004.2984
53114.5,1360.9069,2004.3012
53115.5,1360.9751,2004.3039
53116.5,1360.9687,2004.3066
53117.5,1360.9657,2004.3094
53118.5,1360.9641,2004.3121
53119.5,1360.9669,2004.3149
53120.5,1360.9135,2004.3176
53121.5,1360.9294,2004.3203
53122.5,1360.9467,2004.3231
53123.5,1360.9657,2004.3258
53124.5,1360.9712,2004.3285
53125.5,1360.9749,2004.3313
53126.5,1360.9805,2004.334
53127.5,1360.9735,2004.3368
53128.5,1360.9682,2004.3395
53129.5,1360.9618,2004.3422
53130.5,1360.9679,2004.345
53131.5,1360.9833,2004.3477
53132.5,1360.9658,2004.3504
53133.5,1360.9417,2004.3532
53134.5,1360.9196,2004.3559
53135.5,1360.8292,2004.3587
53136.5,1360.7401,2004.3614
53137.5,1360.6476,2004.3641
53138.5,1360.6148,2004.3669
53139.5,1360.5949,2004.3696
53140.5,1360.6065,2004.3723
53141.5,1360.68,2004.3751
53142.5,1360.765,2004.3778
53143.5,1360.8507,2004.3806
53144.5,1360.8513,2004.3833
53145.5,1360.8534,2004.386
53146.5,1360.7991,2004.3888
53147.5,1360.7458,2004.3915
53148.5,1360.7027,2004.3943
53149.5,1360.721,2004.397
53150.5,1360.7592,2004.3997
53151.5,1360.7978,2004.4025
53152.5,1360.852,2004.4052
53153.5,1360.907,2004.4079
53154.5,1360.9527,2004.4107
53155.5,1360.9505,2004.4134
53156.5,1360.9381,2004.4162
53157.5,1360.9272,2004.4189
53158.5,1360.9366,2004.4216
53159.5,1360.9475,2004.4244
53160.5,1360.9608,2004.4271
53161.5,1360.9503,2004.4298
53162.5,1360.9292,2004.4326
53163.5,1360.898,2004.4353
53164.5,1360.8758,2004.4381
53165.5,1360.8553,2004.4408
53166.5,1360.817,2004.4435
53167.5,1360.7828,2004.4463
53168.5,1360.7497,2004.449
53169.5,1360.6586,2004.4517
53170.5,1360.5678,2004.4545
53171.5,1360.4635,2004.4572
53172.5,1360.3765,2004.46
53173.5,1360.2961,2004.4627
53174.5,1360.2138,2004.4654
53175.5,1360.3348,2004.4682
53176.5,1360.455,2004.4709
53177.5,1360.6141,2004.4736
53178.5,1360.8026,2004.4764
53179.5,1360.9769,2004.4791
53180.5,1361.0234,2004.4819
53181.5,1361.0313,2004.4846
53182.5,1361.0415,2004.4873
53183.5,1360.9854,2004.4901
53184.5,1360.9315,2004.4928
53185.5,1360.8866,2004.4956
53186.5,1360.8675,2004.4983
53187.5,1360.8584,2004.501
53188.5,1360.8509,2004.5038
53189.5,1360.8401,2004.5065
53190.5,1360.8308,2004.5092
53191.5,1360.8206,2004.512
53192.5,1360.8047,2004.5147
53193.5,1360.7901,2004.5175
53194.5,1360.7932,2004.5202
53195.5,1360.7976,2004.5229
53196.5,1360.8175,2004.5257
53197.5,1360.8096,2004.5284
53198.5,1360.7982,2004.5311
53199.5,1360.7883,2004.5339
53200.5,1360.6171,2004.5366
53201.5,1360.4461,2004.5394
53202.5,1360.2607,2004.5421
53203.5,1360.0482,2004.5448
53204.5,1359.8351,2004.5476
53205.5,1359.619,2004.5503
53206.5,1359.5723,2004.553
53207.5,1359.5216,2004.5558
53208.5,1359.5327,2004.5585
53209.5,1359.7317,2004.5613
53210.5,1359.9776,2004.564
53211.5,1360.1829,2004.5667
53212.5,1360.3726,2004.5695
53213.5,1360.5611,2004.5722
53214.5,1360.5926,2004.5749
53215.5,1360.6239,2004.5777
53216.5,1360.6483,2004.5804
53217.5,1360.6474,2004.5832
53218.5,1360.6449,2004.5859
53219.5,1360.6424,2004.5886
53220.5,1360.6472,2004.5914
53221.5,1360.6586,2004.5941
53222.5,1360.6704,2004.5969
53223.5,1360.6018,2004.5996
53224.5,1360.5327,2004.6023
53225.5,1360.4312,2004.6051
53226.5,1360.2825,2004.6078
53227.5,1360.1407,2004.6105
53228.5,1360.1361,2004.6133
53229.5,1360.1875,2004.616
53230.5,1360.2364,2004.6188
53231.5,1360.3566,2004.6215
53232.5,1360.475,2004.6242
53233.5,1360.5686,2004.627
53234.5,1360.5785,2004.6297
53235.5,1360.5749,2004.6324
53236.5,1360.5713,2004.6352
53237.5,1360.6038,2004.6379
53238.5,1360.6366,2004.6407
53239.5,1360.678,2004.6434
53240.5,1360.7281,2004.6461
53241.5,1360.7815,2004.6489
53242.5,1360.8098,2004.6516
53243.5,1360.8397,2004.6543
53244.5,1361.0149,2004.6571
53245.5,1360.8888,2004.6598
53246.5,1360.8672,2004.6626
53247.5,1360.842,2004.6653
53248.5,1360.8529,2004.668
53249.5,1360.865,2004.6708
53250.5,1360.8833,2004.6735
53251.5,1360.8733,2004.6762
53252.5,1360.853,2004.679
53253.5,1360.8339,2004.6817
53254.5,1360.8653,2004.6845
53255.5,1360.8983,2004.6872
53256.5,1360.9598,2004.6899
53257.5,1361.0279,2004.6927
53258.5,1361.0843,2004.6954
53259.5,1361.0553,2004.6982
53260.5,1360.9984,2004.7009
53261.5,1360.9433,2004.7036
53262.5,1360.9162,2004.7064
53263.5,1360.8906,2004.7091
53264.5,1360.8714,2004.7118
53265.5,1360.8356,2004.7146
53266.5,1360.7935,2004.7173
53267.5,1360.7524,2004.7201
53268.5,1360.7471,2004.7228
53269.5,1360.7428,2004.7255
53270.5,1360.7606,2004.7283
53271.5,1360.7992,2004.731
53272.5,1360.8379,2004.7337
53273.5,1360.8554,2004.7365
53274.5,1360.8685,2004.7392
53275.5,1360.8838,2004.742
53276.5,1360.9022,2004.7447
53277.5,1360.9274,2004.7474
53278.5,1360.9543,2004.7502
53279.5,1360.986,2004.7529
53280.5,1361.0198,2004.7556
53281.5,1361.0583,2004.7584
53282.5,1361.0891,2004.7611
53283.5,1361.1223,2004.7639
53284.5,1361.1583,2004.7666
53285.5,1361.1268,2004.7693
53286.5,1361.0979,2004.7721
53287.5,1361.064,2004.7748
53288.5,1361.0302,2004.7775
53289.5,1361.006,2004.7803
53290.5,1360.9808,2004.783
53291.5,1360.9565,2004.7858
53292.5,1360.9337,2004.7885
53293.5,1360.9044,2004.7912
53294.5,1360.8763,2004.794
53295.5,1360.855,2004.7967
53296.5,1360.8475,2004.7995
53297.5,1360.8486,2004.8022
53298.5,1360.8508,2004.8049
53299.5,1360.7986,2004.8077
53300.5,1360.7471,2004.8104
53301.5,1360.6866,2004.8131
53302.5,1360.6677,2004.8159
53303.5,1360.649,2004.8186
53304.5,1360.6393,2004.8214
53305.5,1360.5922,2004.8241
53306.5,1360.5279,2004.8268
53307.5,1360.4389,2004.8296
53308.5,1360.3469,2004.8323
53309.5,1360.2536,2004.835
53310.5,1360.1941,2004.8378
53311.5,1360.1324,2004.8405
53312.5,1360.0763,2004.8433
53313.5,1360.1423,2004.846
53314.5,1360.2541,2004.8487
53315.5,1360.3634,2004.8515
53316.5,1360.5336,2004.8542
53317.5,1360.7027,2004.8569
53318.5,1360.8509,2004.8597
53319.5,1360.9035,2004.8624
53320.5,1360.9275,2004.8652
53321.5,1360.9245,2004.8679
53322.5,1360.9202,2004.8706
53323.5,1360.9173,2004.8734
53324.5,1360.9605,2004.8761
53325.5,1361.0054,2004.8789
53326.5,1361.0522,2004.8816
53327.5,1361.0871,2004.8843
53328.5,1361.1209,2004.8871
53329.5,1361.1525,2004.8898
53330.5,1361.176,2004.8925
53331.5,1361.2044,2004.8953
53332.5,1361.2357,2004.898
53333.5,1361.2163,2004.9008
53334.5,1361.1994,2004.9035
53335.5,1361.1692,2004.9062
53336.5,1361.09,2004.909
53337.5,1361.0032,2004.9117
53338.5,1360.9733,2004.9144
53339.5,1360.966,2004.9172
53340.5,1360.9601,2004.9199
53341.5,1360.9946,2004.9227
53342.5,1361.0306,2004.9254
53343.5,1361.0568,2004.9281
53344.5,1361.0455,2004.9309
53345.5,1361.03,2004.9336
53346.5,1361.0166,2004.9363
53347.5,1360.9976,2004.9391
53348.5,1360.9805,2004.9418
53349.5,1360.968,2004.9446
53350.5,1360.9587,2004.9473
53351.5,1360.9522,2004.95
53352.5,1360.9462,2004.9528
53353.5,1360.9423,2004.9555
53354.5,1360.9398,2004.9582
53355.5,1360.9484,2004.961
53356.5,1360.9569,2004.9637
53357.5,1360.9668,2004.9665
53358.5,1360.9976,2004.9692
53359.5,1361.0304,2004.9719
53360.5,1361.0768,2004.9747
53361.5,1361.1202,2004.9774
53362.5,1361.162,2004.9802
53363.5,1361.2065,2004.9829
53364.5,1361.1879,2004.9856
53365.5,1361.1719,2004.9884
53366.5,1361.1508,2004.9911
53367.5,1361.1179,2004.9938
53368.5,1361.0872,2004.9966
53369.5,1361.0538,2004.9993
53370.5,1361.0202,2005.0021
53371.5,1360.9885,2005.0048
53372.5,1360.9664,2005.0075
53373.5,1360.9459,2005.0103
53374.5,1360.9302,2005.013
53375.5,1360.878,2005.0157
53376.5,1360.8231,2005.0185
53377.5,1360.7698,2005.0212
53378.5,1360.6034,2005.024
53379.5,1360.4366,2005.0267
53380.5,1360.2425,2005.0294
53381.5,1360.0361,2005.0322
53382.5,1359.8061,2005.0349
53383.5,1359.6318,2005.0376
53384.5,1359.6366,2005.0404
53385.5,1359.6998,2005.0431
53386.5,1359.9351,2005.0459
53387.5,1360.2356,2005.0486
53388.5,1360.5334,2005.0513
53389.5,1360.6972,2005.0541
53390.5,1360.8604,2005.0568
53391.5,1360.9805,2005.0595
53392.5,1360.9898,2005.0623
53393.5,1360.9845,2005.065
53394.5,1360.9809,2005.0678
53395.5,1360.9549,2005.0705
53396.5,1360.9303,2005.0732
53397.5,1360.9016,2005.076
53398.5,1360.8618,2005.0787
53399.5,1360.8232,2005.0815
53400.5,1360.813,2005.0842
53401.5,1360.8143,2005.0869
53402.5,1360.8163,2005.0897
53403.5,1360.8539,2005.0924
53404.5,1360.8926,2005.0951
53405.5,1360.9416,2005.0979
53406.5,1360.9554,2005.1006
53407.5,1360.9565,2005.1034
53408.5,1360.9592,2005.1061
53409.5,1360.8805,2005.1088
53410.5,1360.7963,2005.1116
53411.5,1360.7129,2005.1143
53412.5,1360.671,2005.117
53413.5,1360.6293,2005.1198
53414.5,1360.6045,2005.1225
53415.5,1360.6177,2005.1253
53416.5,1360.6379,2005.128
53417.5,1360.6818,2005.1307
53418.5,1360.7366,2005.1335
53419.5,1360.7915,2005.1362
53420.5,1360.825,2005.1389
53421.5,1360.859,2005.1417
53422.5,1360.8855,2005.1444
53423.5,1360.8676,2005.1472
53424.5,1360.8416,2005.1499
53425.5,1360.8168,2005.1526
53426.5,1360.7802,2005.1554
53427.5,1360.7443,2005.1581
53428.5,1360.7122,2005.1608
53429.5,1360.7084,2005.1636
53430.5,1360.7167,2005.1663
53431.5,1360.7445,2005.1691
53432.5,1360.7797,2005.1718
53433.5,1360.8154,2005.1745
53434.5,1360.8297,2005.1773
53435.5,1360.8447,2005.18
53436.5,1360.8541,2005.1828
53437.5,1360.8022,2005.1855
53438.5,1360.751,2005.1882
53439.5,1360.6929,2005.191
53440.5,1360.6633,2005.1937
53441.5,1360.6488,2005.1964
53442.5,1360.6341,2005.1992
53443.5,1360.68,2005.2019
53444.5,1360.7259,2005.2047
53445.5,1360.7749,2005.2074
53446.5,1360.8092,2005.2101
53447.5,1360.8373,2005.2129
53448.5,1360.8298,2005.2156
53449.5,1360.814,2005.2183
53450.5,1360.7992,2005.2211
53451.5,1360.7716,2005.2238
53452.5,1360.7447,2005.2266
53453.5,1360.7273,2005.2293
53454.5,1360.7264,2005.232
53455.5,1360.73,2005.2348
53456.5,1360.7341,2005.2375
53457.5,1360.7294,2005.2402
53458.5,1360.7251,2005.243
53459.5,1360.7225,2005.2457
53460.5,1360.7322,2005.2485
53461.5,1360.749,2005.2512
53462.5,1360.7661,2005.2539
53463.5,1360.8174,2005.2567
53464.5,1360.8763,2005.2594
53465.5,1360.9116,2005.2621
53466.5,1360.9394,2005.2649
53467.5,1360.9685,2005.2676
53468.5,1360.9608,2005.2704
53469.5,1360.9546,2005.2731
53470.5,1360.9467,2005.2758
53471.5,1360.9291,2005.2786
53472.5,1360.9132,2005.2813
53473.5,1360.8986,2005.2841
53474.5,1360.8662,2005.2868
53475.5,1360.8348,2005.2895
53476.5,1360.8037,2005.2923
53477.5,1360.7777,2005.295
53478.5,1360.7571,2005.2977
53479.5,1360.7344,2005.3005
53480.5,1360.7144,2005.3032
53481.5,1360.6948,2005.306
53482.5,1360.6266,2005.3087
53483.5,1360.5583,2005.3114
53484.5,1360.4801,2005.3142
53485.5,1360.3505,2005.3169
53486.5,1360.2039,2005.3196
53487.5,1360.0552,2005.3224
53488.5,1360.0461,2005.3251
53489.5,1360.0352,2005.3279
53490.5,1360.0637,2005.3306
53491.5,1360.2458,2005.3333
53492.5,1360.4256,2005.3361
53493.5,1360.5979,2005.3388
53494.5,1360.6871,2005.3415
53495.5,1360.7437,2005.3443
53496.5,1360.6897,2005.347
53497.5,1360.6071,2005.3498
53498.5,1360.5245,2005.3525
53499.5,1360.4687,2005.3552
53500.5,1360.4126,2005.358
53501.5,1360.3806,2005.3607
53502.5,1360.412,2005.3634
53503.5,1360.4522,2005.3662
53504.5,1360.4909,2005.3689
53505.5,1360.5525,2005.3717
53506.5,1360.6133,2005.3744
53507.5,1360.6739,2005.3771
53508.5,1360.7031,2005.3799
53509.5,1360.7238,2005.3826
53510.5,1360.7447,2005.3854
53511.5,1360.7358,2005.3881
53512.5,1360.7276,2005.3908
53513.5,1360.693,2005.3936
53514.5,1360.6586,2005.3963
53515.5,1360.6276,2005.399
53516.5,1360.6738,2005.4018
53517.5,1360.7417,2005.4045
53518.5,1360.8249,2005.4073
53519.5,1360.8748,2005.41
53520.5,1360.907,2005.4127
53521.5,1360.9403,2005.4155
53522.5,1360.8523,2005.4182
53523.5,1360.765,2005.4209
53524.5,1360.6752,2005.4237
53525.5,1360.5548,2005.4264
53526.5,1360.4314,2005.4292
53527.5,1360.3226,2005.4319
53528.5,1360.2141,2005.4346
53529.5,1360.1029,2005.4374
53530.5,1360.1319,2005.4401
53531.5,1360.1586,2005.4428
53532.5,1360.2123,2005.4456
53533.5,1360.2771,2005.4483
53534.5,1360.334,2005.4511
53535.5,1360.389,2005.4538
53536.5,1360.4157,2005.4565
53537.5,1360.4412,2005.4593
53538.5,1360.4817,2005.462
53539.5,1360.5435,2005.4648
53540.5,1360.6067,2005.4675
53541.5,1360.6695,2005.4702
53542.5,1360.7127,2005.473
53543.5,1360.7563,2005.4757
53544.5,1360.7995,2005.4784
53545.5,1360.845,2005.4812
53546.5,1360.8914,2005.4839
53547.5,1360.8603,2005.4867
53548.5,1360.8297,2005.4894
53549.5,1360.7769,2005.4921
53550.5,1360.6463,2005.4949
53551.5,1360.4995,2005.4976
53552.5,1360.3522,2005.5003
53553.5,1360.32,2005.5031
53554.5,1360.2865,2005.5058
53555.5,1360.272,2005.5086
53556.5,1360.3116,2005.5113
53557.5,1360.3662,2005.514
53558.5,1360.4251,2005.5168
53559.5,1360.4869,2005.5195
53560.5,1360.5475,2005.5222
53561.5,1360.5852,2005.525
53562.5,1360.6222,2005.5277
53563.5,1360.6591,2005.5305
53564.5,1360.6682,2005.5332
53565.5,1360.6707,2005.5359
53566.5,1360.6733,2005.5387
53567.5,1360.6636,2005.5414
53568.5,1360.6539,2005.5441
53569.5,1360.6508,2005.5469
53570.5,1360.6763,2005.5496
53571.5,1360.7109,2005.5524
53572.5,1360.7482,2005.5551
53573.5,1360.7784,2005.5578
53574.5,1360.8054,2005.5606
53575.5,1360.8228,2005.5633
53576.5,1360.8406,2005.5661
53577.5,1360.8595,2005.5688
53578.5,1360.8643,2005.5715
53579.5,1360.8701,2005.5743
53580.5,1360.8692,2005.577
53581.5,1360.8315,2005.5797
53582.5,1360.7898,2005.5825
53583.5,1360.7492,2005.5852
53584.5,1360.6921,2005.588
53585.5,1360.6356,2005.5907
53586.5,1360.5856,2005.5934
53587.5,1360.578,2005.5962
53588.5,1360.5865,2005.5989
53589.5,1360.5945,2005.6016
53590.5,1360.6035,2005.6044
53591.5,1360.6124,2005.6071
53592.5,1360.5881,2005.6099
53593.5,1360.5633,2005.6126
53594.5,1360.5354,2005.6153
53595.5,1360.5237,2005.6181
53596.5,1360.5216,2005.6208
53597.5,1360.5188,2005.6235
53598.5,1360.5256,2005.6263
53599.5,1360.5267,2005.629
53600.5,1360.5273,2005.6318
53601.5,1360.5556,2005.6345
53602.5,1360.5837,2005.6372
53603.5,1360.6239,2005.64
53604.5,1360.7155,2005.6427
53605.5,1360.8228,2005.6454
53606.5,1360.8988,2005.6482
53607.5,1360.9665,2005.6509
53608.5,1361.0359,2005.6537
53609.5,1361.0045,2005.6564
53610.5,1360.9748,2005.6591
53611.5,1360.9317,2005.6619
53612.5,1360.8721,2005.6646
53613.5,1360.817,2005.6674
53614.5,1360.7631,2005.6701
53615.5,1360.7281,2005.6728
53616.5,1360.6939,2005.6756
53617.5,1360.6622,2005.6783
53618.5,1360.5852,2005.681
53619.5,1360.499,2005.6838
53620.5,1360.413,2005.6865
53621.5,1360.2666,2005.6893
53622.5,1360.1197,2005.692
53623.5,1360.0874,2005.6947
53624.5,1360.0533,2005.6975
53625.5,1360.0475,2005.7002
53626.5,1360.234,2005.7029
53627.5,1360.4183,2005.7057
53628.5,1360.6196,2005.7084
53629.5,1360.7408,2005.7112
53630.5,1360.8249,2005.7139
53631.5,1360.9099,2005.7166
53632.5,1360.8593,2005.7194
53633.5,1360.8097,2005.7221
53634.5,1360.768,2005.7248
53635.5,1360.7476,2005.7276
53636.5,1360.7348,2005.7303
53637.5,1360.7218,2005.7331
53638.5,1360.7107,2005.7358
53639.5,1360.7001,2005.7385
53640.5,1360.6803,2005.7413
53641.5,1360.661,2005.744
53642.5,1360.6433,2005.7467
53643.5,1360.6378,2005.7495
53644.5,1360.6375,2005.7522
53645.5,1360.6373,2005.755
53646.5,1360.6753,2005.7577
53647.5,1360.7139,2005.7604
53648.5,1360.7566,2005.7632
53649.5,1360.7837,2005.7659
53650.5,1360.807,2005.7687
53651.5,1360.8311,2005.7714
53652.5,1360.8456,2005.7741
53653.5,1360.8629,2005.7769
53654.5,1360.8655,2005.7796
53655.5,1360.8666,2005.7823
53656.5,1360.8692,2005.7851
53657.5,1360.8416,2005.7878
53658.5,1360.8153,2005.7906
53659.5,1360.7919,2005.7933
53660.5,1360.7785,2005.796
53661.5,1360.7723,2005.7988
53662.5,1360.767,2005.8015
53663.5,1360.7545,2005.8042
53664.5,1360.7429,2005.807
53665.5,1360.7296,2005.8097
53666.5,1360.7085,2005.8125
53667.5,1360.6892,2005.8152
53668.5,1360.6703,2005.8179
53669.5,1360.6618,2005.8207
53670.5,1360.6541,2005.8234
53671.5,1360.6658,2005.8261
53672.5,1360.6778,2005.8289
53673.5,1360.6989,2005.8316
53674.5,1360.7263,2005.8344
53675.5,1360.7569,2005.8371
53676.5,1360.7883,2005.8398
53677.5,1360.7977,2005.8426
53678.5,1360.808,2005.8453
53679.5,1360.8198,2005.848
53680.5,1360.8202,2005.8508
53681.5,1360.8215,2005.8535
53682.5,1360.8183,2005.8563
53683.5,1360.773,2005.859
53684.5,1360.7176,2005.8617
53685.5,1360.6123,2005.8645
53686.5,1360.4955,2005.8672
53687.5,1360.3785,2005.87
53688.5,1360.2853,2005.8727
53689.5,1360.1909,2005.8754
53690.5,1360.1179,2005.8782
53691.5,1360.1458,2005.8809
53692.5,1360.2042,2005.8836
53693.5,1360.2601,2005.8864
53694.5,1360.3613,2005.8891
53695.5,1360.4609,2005.8919
53696.5,1360.5543,2005.8946
53697.5,1360.6014,2005.8973
53698.5,1360.6369,2005.9001
53699.5,1360.6722,2005.9028
53700.5,1360.6972,2005.9055
53701.5,1360.7229,2005.9083
53702.5,1360.6789,2005.911
53703.5,1360.6351,2005.9138
53704.5,1360.5724,2005.9165
53705.5,1360.5579,2005.9192
53706.5,1360.5682,2005.922
53707.5,1360.5993,2005.9247
53708.5,1360.6662,2005.9274
53709.5,1360.7338,2005.9302
53710.5,1360.802,2005.9329
53711.5,1360.7817,2005.9357
53712.5,1360.762,2005.9384
53713.5,1360.7328,2005.9411
53714.5,1360.6789,2005.9439
53715.5,1360.6262,2005.9466
53716.5,1360.5932,2005.9493
53717.5,1360.5686,2005.9521
53718.5,1360.5437,2005.9548
53719.5,1360.5426,2005.9576
53720.5,1360.541,2005.9603
53721.5,1360.5406,2005.963
53722.5,1360.5483,2005.9658
53723.5,1360.5615,2005.9685
53724.5,1360.5743,2005.9713
53725.5,1360.6152,2005.974
53726.5,1360.6562,2005.9767
53727.5,1360.7063,2005.9795
53728.5,1360.7472,2005.9822
53729.5,1360.7854,2005.9849
53730.5,1360.8244,2005.9877
53731.5,1360.8031,2005.9904
53732.5,1360.7831,2005.9932
53733.5,1360.7883,2005.9959
53734.5,1360.8017,2005.9986
53735.5,1360.8158,2006.0014
53736.5,1360.815,2006.0041
53737.5,1360.8149,2006.0068
53738.5,1360.804,2006.0096
53739.5,1360.769,2006.0123
53740.5,1360.7324,2006.0151
53741.5,1360.6964,2006.0178
53742.5,1360.6871,2006.0205
53743.5,1360.6781,2006.0233
53744.5,1360.6722,2006.026
53745.5,1360.6628,2006.0287
53746.5,1360.6541,2006.0315
53747.5,1360.6455,2006.0342
53748.5,1360.6503,2006.037
53749.5,1360.6555,2006.0397
53750.5,1360.6504,2006.0424
53751.5,1360.6451,2006.0452
53752.5,1360.6313,2006.0479
53753.5,1360.6154,2006.0507
53754.5,1360.6047,2006.0534
53755.5,1360.5937,2006.0561
53756.5,1360.6487,2006.0589
53757.5,1360.7037,2006.0616
53758.5,1360.7597,2006.0643
53759.5,1360.7837,2006.0671
53760.5,1360.8042,2006.0698
53761.5,1360.815,2006.0726
53762.5,1360.7861,2006.0753
53763.5,1360.7547,2006.078
53764.5,1360.7179,2006.0808
53765.5,1360.6805,2006.0835
53766.5,1360.6434,2006.0862
53767.5,1360.6278,2006.089
53768.5,1360.6123,2006.0917
53769.5,1360.6047,2006.0945
53770.5,1360.6035,2006.0972
53771.5,1360.604,2006.0999
53772.5,1360.6042,2006.1027
53773.5,1360.6064,2006.1054
53774.5,1360.6084,2006.1081
53775.5,1360.614,2006.1109
53776.5,1360.6201,2006.1136
53777.5,1360.6283,2006.1164
53778.5,1360.6364,2006.1191
53779.5,1360.6435,2006.1218
53780.5,1360.6511,2006.1246
53781.5,1360.678,2006.1273
53782.5,1360.7051,2006.13
53783.5,1360.7351,2006.1328
53784.5,1360.7439,2006.1355
53785.5,1360.7472,2006.1383
53786.5,1360.7509,2006.141
53787.5,1360.7338,2006.1437
53788.5,1360.7171,2006.1465
53789.5,1360.7008,2006.1492
53790.5,1360.6819,2006.152
53791.5,1360.6632,2006.1547
53792.5,1360.6464,2006.1574
53793.5,1360.6221,2006.1602
53794.5,1360.5966,2006.1629
53795.5,1360.5711,2006.1656
53796.5,1360.5685,2006.1684
53797.5,1360.5659,2006.1711
53798.5,1360.5702,2006.1739
53799.5,1360.5742,2006.1766
53800.5,1360.5778,2006.1793
53801.5,1360.5698,2006.1821
53802.5,1360.5625,2006.1848
53803.5,1360.5548,2006.1875
53804.5,1360.5604,2006.1903
53805.5,1360.5658,2006.193
53806.5,1360.5757,2006.1958
53807.5,1360.5856,2006.1985
53808.5,1360.5969,2006.2012
53809.5,1360.6079,2006.204
53810.5,1360.6058,2006.2067
53811.5,1360.6039,2006.2094
53812.5,1360.6087,2006.2122
53813.5,1360.6134,2006.2149
53814.5,1360.6241,2006.2177
53815.5,1360.6253,2006.2204
53816.5,1360.6262,2006.2231
53817.5,1360.6196,2006.2259
53818.5,1360.5898,2006.2286
53819.5,1360.5602,2006.2313
53820.5,1360.5302,2006.2341
53821.5,1360.475,2006.2368
53822.5,1360.4188,2006.2396
53823.5,1360.3577,2006.2423
53824.5,1360.2652,2006.245
53825.5,1360.1644,2006.2478
53826.5,1360.0616,2006.2505
53827.5,1360.0751,2006.2533
53828.5,1360.0863,2006.256
53829.5,1360.2278,2006.2587
53830.5,1360.367,2006.2615
53831.5,1360.5079,2006.2642
53832.5,1360.5805,2006.2669
53833.5,1360.6286,2006.2697
53834.5,1360.6768,2006.2724
53835.5,1360.6883,2006.2752
53836.5,1360.7003,2006.2779
53837.5,1360.7157,2006.2806
53838.5,1360.722,2006.2834
53839.5,1360.727,2006.2861
53840.5,1360.7325,2006.2888
53841.5,1360.7113,2006.2916
53842.5,1360.6898,2006.2943
53843.5,1360.6624,2006.2971
53844.5,1360.6353,2006.2998
53845.5,1360.6084,2006.3025
53846.5,1360.5965,2006.3053
53847.5,1360.5846,2006.308
53848.5,1360.5731,2006.3107
53849.5,1360.562,2006.3135
53850.5,1360.5561,2006.3162
53851.5,1360.5499,2006.319
53852.5,1360.583,2006.3217
53853.5,1360.6161,2006.3244
53854.5,1360.6575,2006.3272
53855.5,1360.7013,2006.3299
53856.5,1360.7469,2006.3326
53857.5,1360.793,2006.3354
53858.5,1360.795,2006.3381
53859.5,1360.7984,2006.3409
53860.5,1360.7754,2006.3436
53861.5,1360.7534,2006.3463
53862.5,1360.7346,2006.3491
53863.5,1360.7227,2006.3518
53864.5,1360.7169,2006.3546
53865.5,1360.7119,2006.3573
53866.5,1360.6971,2006.36
53867.5,1360.6829,2006.3628
53868.5,1360.6696,2006.3655
53869.5,1360.6334,2006.3682
53870.5,1360.5974,2006.371
53871.5,1360.5651,2006.3737
53872.5,1360.5623,2006.3765
53873.5,1360.5718,2006.3792
53874.5,1360.5809,2006.3819
53875.5,1360.6213,2006.3847
53876.5,1360.662,2006.3874
53877.5,1360.6959,2006.3901
53878.5,1360.7302,2006.3929
53879.5,1360.7645,2006.3956
53880.5,1360.7812,2006.3984
53881.5,1360.797,2006.4011
53882.5,1360.8139,2006.4038
53883.5,1360.8014,2006.4066
53884.5,1360.7899,2006.4093
53885.5,1360.7778,2006.412
53886.5,1360.7559,2006.4148
53887.5,1360.7351,2006.4175
53888.5,1360.7151,2006.4203
53889.5,1360.6796,2006.423
53890.5,1360.645,2006.4257
