time,value,kalman_value
1883.4583,6515,6633.709196298056
1883.5417,6680,6649.292180363583
1883.625,6680,6663.339773447288
1883.7083,6655,6676.554355203359
1883.7917,6775,6690.846654719597
1883.875,6860,6700.931286971815
1883.9583,6945,6703.062483572624
1884.0417,6895,6693.096804352064
1884.125,6535,6673.035965349108
1884.2083,6505,6659.876924613607
1884.2917,6505,6654.4617301087865
1884.375,6635,6656.519622109406
1884.4583,6655,6659.653495215494
1884.5417,6635,6663.020043082358
1884.625,6615,6667.7875931033395
1884.7083,6685,6675.194522779488
1884.7917,6875,6682.1111785946105
1884.875,6655,6679.3833933394635
1884.9583,6835,6677.87477775129
1885.0417,6512,6668.509901050681
1885.125,6690,6666.9705194026055
1885.2083,6665,6664.279663724661
1885.2917,6532,6661.552791232949
1885.375,6691,6665.303558302884
1885.4583,6653,6667.769503287964
1885.5417,6616,6670.973923437441
1885.625,6725,6676.927039758791
1885.7083,6758,6680.47650806808
1885.7917,6820,6680.1498017807735
1885.875,6565,6672.830585582506
1885.9583,6879,6670.902898663363
1886.0417,6704,6658.570356677388
1886.125,6455,6643.966332525283
1886.2083,6471,6638.810624999442
1886.2917,6586,6642.045448723572
1886.375,6581,6648.082544883881
1886.4583,6716,6657.473768288385
1886.5417,6731,6663.938680107308
1886.625,6715,6667.050525931596
1886.7083,6715,6667.764898052464
1886.7917,6549,6666.1175150759545
1886.875,6731,6670.326007853243
1886.9583,6917,6671.500801023194
1887.0417,6554,6660.4006342443045
1887.125,6543,6654.62049917763
1887.2083,6593,6654.4213890698375
1887.2917,6580,6657.2933484155365
1887.375,6613,6664.029975182012
1887.4583,6636,6673.318100707588
1887.5417,6675,6684.472131268544
1887.625,6770,6696.099768392927
1887.7083,6784,6704.032393936956
1887.7917,6932,6707.966639177834
1887.875,6704,6700.699216377603
1887.9583,6882,6693.2667543962525
1888.0417,6640,6676.397630134714
1888.125,6453,6661.348387379911
1888.2083,6523,6656.716563994104
1888.2917,6562,6658.770568808002
1888.375,6626,6665.6631020623
1888.4583,6586,6674.538790419713
1888.5417,6818,6687.841418298112
1888.625,6791,6694.636117091417
1888.7083,6650,6696.612621739293
1888.7917,6823,6700.919757474133
1888.875,6665,6699.12288108268
1888.9583,6735,6699.032148745361
1889.0417,6622,6697.14302384531
1889.125,6893,6699.011050137526
1889.2083,6677,6691.179628936617
1889.2917,6564,6684.057189182538
1889.375,6573,6682.937608887588
1889.4583,6629,6687.314909037016
1889.5417,6724,6694.607954638295
1889.625,6826,6700.43139797149
1889.7083,6821,6699.976411203258
1889.7917,6616,6693.47024499519
1889.875,6749,6690.837591036881
1889.9583,6648,6685.296816630416
1890.0417,6838,6681.620883055472
1890.125,6380,6670.125993633303
1890.2083,6708,6673.137403892798
1890.2917,6649,6674.405684346933
1890.375,6651,6676.944249018415
1890.4583,6674,6680.780026140817
1890.5417,6763,6684.95480457026
1890.625,6728,6685.227323228217
1890.7083,6638,6683.361208047584
1890.7917,6945,6683.76315326933
1890.875,6686,6671.1032561545435
1890.9583,6379,6657.698521847484
1891.0417,6668,6658.228713632798
1891.125,6529,6658.270341099752
1891.2083,6815,6664.775485621693
1891.2917,6501,6663.76940442472
1891.375,6626,6670.901793448983
1891.4583,6622,6680.279272145694
1891.5417,6748,6692.570714449691
1891.625,6803,6702.090692476172
1891.7083,6778,6706.5652051264615
1891.7917,6689,6707.467978033074
1891.875,6664,6709.294149841341
1891.9583,6889,6713.385029141675
1892.0417,6785,6708.695159899092
1892.125,6729,6700.190048651463
1892.2083,6518,6690.244439836408
1892.2917,6617,6688.911053013173
1892.375,6646,6691.173218840597
1892.4583,6712,6695.69404561005
1892.5417,6681,6699.399574660007
1892.625,6723,6704.025082442963
1892.7083,6726,6707.701844348067
1892.7917,6756,6710.463698470575
1892.875,6653,6710.948737516612
1892.9583,6805,6714.331213438479
1893.0417,6641,6713.18025003227
1893.125,6786,6715.638299127675
1893.2083,6799,6714.578263179464
1893.2917,6576,6709.297140390226
1893.375,6637,6710.680874620499
1893.4583,6664,6715.748652581797
1893.5417,6687,6723.403863172184
1893.625,6756,6732.879266921181
1893.7083,6828,6741.198634016237
1893.7917,6957,6745.177932812104
1893.875,6803,6738.566128248576
1893.9583,6748,6728.732630097477
1894.0417,6615,6717.935763451253
1894.125,6842,6712.28568497759
1894.2083,6659,6700.149890752807
1894.2917,6519,6690.0715910656645
1894.375,6576,6688.546870931805
1894.4583,6674,6692.649494344536
1894.5417,6683,6697.684592474493
1894.625,6786,6703.453920228175
1894.7083,6718,6705.095943993266
1894.7917,6671,6706.09276495802
1894.875,6795,6708.844224170675
1894.9583,6956,6707.287894591865
1895.0417,6510,6693.295959742647
1895.125,6553,6688.468822880562
1895.2083,6661,6690.415127162504
1895.2917,6672,6693.832187802572
1895.375,6643,6698.340857832768
1895.4583,6658,6705.616570754602
1895.5417,6812,6715.273112214167
1895.625,6770,6720.09330928444
1895.7083,6706,6722.418171818935
1895.7917,6887,6725.563942944376
1895.875,6624,6720.637911217037
1895.9583,6830,6720.54377505055
1896.0417,6728,6714.976827636589
1896.125,6548,6708.7587216044585
1896.2083,6779,6710.578551652551
1896.2917,6704,6708.977309283271
1896.375,6657,6707.624932378154
1896.4583,6716,6708.803802091945
1896.5417,6730,6709.622861910333
1896.625,6731,6709.423064824237
1896.7083,6818,6708.144420979354
1896.7917,6717,6701.3729981834385
1896.875,6677,6693.820225296695
1896.9583,6602,6687.108463674786
1897.0417,6531,6684.652125236617
1897.125,6682,6689.8783930602785
1897.2083,6732,6695.498580536953
1897.2917,6615,6699.293697040476
1897.375,6732,6707.303498396023
1897.4583,6672,6714.078474671372
1897.5417,6782,6722.957374680288
1897.625,6736,6728.884143423219
1897.7083,6851,6734.455119337311
1897.7917,6669,6734.198851218268
1897.875,6703,6737.202525660139
1897.9583,6703,6741.916326385017
1898.0417,6843,6748.575943429146
1898.125,6999,6750.514357644732
1898.2083,6635,6740.0284897425545
1898.2917,6582,6734.7940463275045
1898.375,6765,6737.19930522883
1898.4583,6704,6738.214529391596
1898.5417,6837,6740.940480023943
1898.625,6751,6738.863454657487
1898.7083,6734,6736.179602023904
1898.7917,6586,6733.604729491518
1898.875,6643,6738.4100934337075
1898.9583,7033,6747.985962047582
1899.0417,6837,6743.311128763836
1899.125,6676,6733.951851918281
1899.2083,6701,6727.49016766864
1899.2917,6686,6722.352991802432
1899.375,6647,6719.033465526346
1899.4583,6666,6719.315612526576
1899.5417,6703,6722.263540153135
1899.625,6700,6726.174644787351
1899.7083,6901,6731.394481660935
1899.7917,6773,6728.134042617565
1899.875,6927,6722.630305705073
1899.9583,6571,6706.908084077834
1900.0417,6693,6697.981266654488
1900.125,6609,6689.303512563865
1900.2083,6599,6684.640934101437
1900.2917,6593,6684.26040234408
1900.375,6634,6688.442890703927
1900.4583,6637,6695.347523598971
1900.5417,6714,6705.169532673963
1900.625,6707,6714.550018382653
1900.7083,6812,6724.308005010476
1900.7917,6960,6729.681391888823
1900.875,6650,6723.538848361611
1900.9583,6907,6721.073247252479
1901.0417,6716,6709.311308505971
1901.125,6658,6697.214935184762
1901.2083,6547,6687.079308622791
1901.2917,6651,6683.94764749196
1901.375,6546,6682.463368735727
1901.4583,6661,6687.802258416281
1901.5417,6609,6694.481261017649
1901.625,6738,6705.434326669899
1901.7083,6653,6714.759108655644
1901.7917,6793,6727.171846074171
1901.875,6932,6736.293175796407
1901.9583,6814,6735.629164308463
1902.0417,7043,6731.046611035942
1902.125,6445,6710.8663883152185
1902.2083,6755,6703.979485010256
1902.2917,6513,6694.541555955807
1902.375,6725,6694.180704699148
1902.4583,6647,6692.278888677446
1902.5417,6770,6692.641017089617
1902.625,6728,6689.135196356268
1902.7083,6596,6683.686135440733
1902.7917,6666,6682.621381297235
1902.875,6350,6682.387696218598
1902.9583,6665,6698.7733959508905
1903.0417,6765,6716.8477654807275
1903.125,6947,6732.514523284602
1903.2083,6726,6737.457007252706
1903.2917,6908,6742.972341583445
1903.375,6646,6740.236292993356
1903.4583,6645,6742.212059052936
1903.5417,6787,6749.048428065162
1903.625,6890,6753.987218480645
1903.7083,6730,6752.125369820162
1903.7917,6884,6751.369789650686
1903.875,6984,6743.982698963744
1903.9583,6553,6724.5947432249895
1904.0417,6680,6713.786524647485
1904.125,6745,6704.667632302354
1904.2083,6478,6693.532121572341
1904.2917,6754,6693.1732169209445
1904.375,6658,6689.772973115596
1904.4583,6691,6687.961377966028
1904.5417,6642,6685.99785171476
1904.625,6722,6686.234218049231
1904.7083,6526,6684.682295286163
1904.7917,6727,6691.064487287404
1904.875,6856,6695.649903653014
1904.9583,6800,6692.217815201275
1905.0417,6725,6683.396617509599
1905.125,6704,6672.495250693404
1905.2083,6504,6660.01864641188
1905.2917,6641,6655.3429744509485
1905.375,6569,6651.384451212565
1905.4583,6602,6651.54515053481
1905.5417,6701,6654.183107383795
1905.625,6662,6654.48021960197
1905.7083,6672,6654.401342800244
1905.7917,6812,6653.442533138529
1905.875,6431,6644.555850133741
1905.9583,6502,6646.34695963564
1906.0417,6731,6655.355417119321
1906.125,6676,6660.581645458968
1906.2083,6862,6665.036956071563
1906.2917,6458,6659.644114487736
1906.375,6544,6664.333478628297
1906.4583,6641,6675.039516700272
1906.5417,6724,6687.447530607261
1906.625,6753,6698.027921044613
1906.7083,6685,6705.859707534196
1906.7917,6723,6714.734479400488
1906.875,6798,6723.195975236806
1906.9583,6887,6727.917269834963
1907.0417,6767,6724.684427924869
1907.125,6777,6719.335807411017
1907.2083,6685,6711.103977267717
1907.2917,6595,6704.177345987802
1907.375,6645,6702.709582007277
1907.4583,6715,6704.127297127116
1907.5417,6715,6705.001377103311
1907.625,6814,6705.375525934672
1907.7083,6647,6700.318451062766
1907.7917,6665,6697.927298743999
1907.875,6617,6697.182511362432
1907.9583,6677,6700.4468495489855
1908.0417,6770,6704.883530212988
1908.125,6914,6706.064387387641
1908.2083,6560,6696.848463931676
1908.2917,6666,6694.4749636722945
1908.375,6660,6693.525211596528
1908.4583,6660,6694.251720100588
1908.5417,6697,6696.690814609677
1908.625,6794,6699.1144498492495
1908.7083,6672,6696.793807581284
1908.7917,6529,6695.7128556923835
1908.875,6854,6702.967546588102
1908.9583,6641,6702.670614813225
1909.0417,6813,6705.45721377901
1909.125,6645,6702.866673433746
1909.2083,6601,6703.169466760169
1909.2917,6666,6708.580733424599
1909.375,6601,6716.12103676026
1909.4583,6684,6729.417391933934
1909.5417,6840,6744.984616704304
1909.625,6809,6755.8010723098905
1909.7083,6767,6763.957581530971
1909.7917,6838,6771.9619698286
1909.875,6877,6776.664456617658
1909.9583,6812,6776.3501662376
1910.0417,6923,6774.253384169422
1910.125,6785,6764.719271309715
1910.2083,6614,6754.171122015493
1910.2917,6694,6750.631528822046
1910.375,6673,6749.923512069701
1910.4583,6746,6753.061670920842
1910.5417,6809,6756.552913318024
1910.625,6751,6757.421801381109
1910.7083,6754,6758.611779513248
1910.7917,6610,6760.032346621049
1910.875,6921,6768.954531059903
1910.9583,6815,6770.274442051753
1911.0417,6727,6769.3580751461905
1911.125,6969,6770.559611997937
1911.2083,6639,6761.839129449581
1911.2917,6738,6759.260603373704
1911.375,6671,6757.745107466511
1911.4583,6722,6760.566866932645
1911.5417,6726,6765.316969745411
1911.625,6800,6772.032921045447
1911.7083,6829,6777.350518397756
1911.7917,6784,6780.085641669953
1911.875,6869,6782.625047025646
1911.9583,6775,6780.845704732623
1912.0417,6578,6779.35864767623
1912.125,6826,6787.93952300365
1912.2083,6879,6794.617374481251
1912.2917,6803,6797.076094682915
1912.375,6778,6799.238619618725
1912.4583,6774,6802.463075535472
1912.5417,6741,6807.110685228992
1912.625,6875,6815.063829183961
1912.7083,6859,6820.020164598129
1912.7917,6818,6823.027508242203
1912.875,7035,6826.2862272983875
1912.9583,7077,6819.109257719491
1913.0417,6547,6799.03775102657
1913.125,6773,6791.5681318849765
1913.2083,6837,6785.0269193376325
1913.2917,6669,6775.88705275717
1913.375,6593,6772.091538814566
1913.4583,6774,6777.25060181269
1913.5417,6796,6782.572194901449
1913.625,6771,6787.22239773528
1913.7083,6668,6792.683720455874
1913.7917,6764,6804.379229199263
1913.875,7073,6818.093699402615
1913.9583,7072,6819.062854576097
1914.0417,6740,6807.385152478385
1914.125,6783,6799.076708004592
1914.2083,6803,6791.5720989310275
1914.2917,6698,6783.496094804015
1914.375,6706,6779.694895417204
1914.4583,6719,6779.578440801253
1914.5417,6803,6782.490908225365
1914.625,6710,6784.377921060745
1914.7083,6924,6789.983829949163
1914.7917,6685,6788.888930335039
1914.875,6902,6792.988477237666
1914.9583,6928,6791.637448002177
1915.0417,6915,6783.468291166796
1915.125,6626,6768.722548889756
1915.2083,6751,6761.112934057203
1915.2917,6672,6754.008965927511
1915.375,6624,6751.005446094194
1915.4583,6675,6754.352198565587
1915.5417,6808,6761.666560965259
1915.625,6827,6766.6642514131945
1915.7083,6731,6768.64515443179
1915.7917,6539,6772.508315171975
1915.875,6885,6788.046891670758
1915.9583,6850,6798.737812753079
1916.0417,7188,6806.865624473055
1916.125,6766,6795.936717416682
1916.2083,6723,6786.504646231144
1916.2917,6735,6780.247807357163
1916.375,6706,6776.2533588510405
1916.4583,6808,6775.771578287469
1916.5417,6747,6773.678376638271
1916.625,6827,6772.919093820988
1916.7083,6802,6769.455765694754
1916.7917,6848,6764.365225853257
1916.875,6733,6755.0929473044225
1916.9583,6872,6746.92531612081
1917.0417,6608,6732.5039507432375
1917.125,6602,6724.307782902827
1917.2083,6602,6722.227004207558
1917.2917,6737,6726.1575757226665
1917.375,6579,6729.546026023909
1917.4583,6682,6740.461777626346
1917.5417,6753,6754.3006181101
1917.625,6784,6768.20448949936
1917.7083,6892,6781.318585363587
1917.7917,6962,6788.898610495994
1917.875,6965,6787.823566153201
1917.9583,6827,6777.889700118068
1918.0417,6871,6765.500319088837
1918.125,6756,6747.835954014049
1918.2083,6482,6729.763386639964
1918.2917,6613,6724.078988597877
1918.375,6558,6723.948539985683
1918.4583,6785,6732.115518372774
1918.5417,6750,6737.638272678504
1918.625,6767,6742.542940618159
1918.7083,6921,6746.224755588722
1918.7917,6744,6741.1678083387205
1918.875,6661,6735.969251505656
1918.9583,6929,6734.519157247873
1919.0417,6603,6723.345020852485
1919.125,6644,6718.18813549972
1919.2083,6686,6716.740656921942
1919.2917,6647,6716.83021119026
1919.375,6528,6720.411276018092
1919.4583,6836,6733.612904646829
1919.5417,6743,6741.695178507906
1919.625,6825,6749.71221129438
1919.7083,6820,6753.964854645572
1919.7917,6730,6754.915740729042
1919.875,6634,6757.112413848965
1919.9583,6834,6765.4647076613355
1920.0417,6935,6770.390236856773
1920.125,6871,6767.08527789505
1920.2083,6702,6758.584582828079
1920.2917,6733,6752.913116902512
1920.375,6667,6748.237306822071
1920.4583,6712,6747.623362082733
1920.5417,6813,6748.790585447532
1920.625,6829,6746.747338084708
1920.7083,6768,6740.591457626118
1920.7917,6536,6733.065150048835
1920.875,6643,6735.392099973993
1920.9583,6654,6742.3386548978515
1921.0417,7123,6753.702142566602
1921.125,6605,6746.600737363682
1921.2083,6758,6746.5793690289465
1921.2917,6661,6745.986969145659
1921.375,6655,6749.6439177196535
1921.4583,6829,6758.033062179631
1921.5417,6743,6762.873859748591
1921.625,6811,6768.70835030498
1921.7083,6751,6772.428258376618
1921.7917,6938,6777.219579367087
1921.875,6727,6773.971879325911
1921.9583,7044,6773.0727732510295
1922.0417,6647,6758.6273058387
1922.125,6611,6749.763203718305
1922.2083,6737,6747.837261783825
1922.2917,6661,6746.453182938537
1922.375,6729,6749.341763240175
1922.4583,6777,6753.247431703822
1922.5417,6805,6755.965471752661
1922.625,6765,6756.231785389133
1922.7083,6750,6756.059688295061
1922.7917,6609,6756.190575615742
1922.875,6960,6763.68099171721
1922.9583,6904,6761.355457404539
1923.0417,6925,6751.897695962095
1923.125,6479,6733.784819317755
1923.2083,6533,6728.411183639303
1923.2917,6561,6732.808107142817
1923.375,6709,6745.795436003471
1923.4583,6863,6760.622536664299
1923.5417,6765,6770.330764158342
1923.625,6866,6780.305529860303
1923.7083,6782,6785.995572055279
1923.7917,7005,6791.885392853018
1923.875,6917,6787.119483293408
1923.9583,6818,6775.859547898468
1924.0417,6609,6762.492589898452
1924.125,6725,6756.800261393359
1924.2083,6717,6752.697945957933
1924.2917,6678,6750.3805278204045
1924.375,6666,6751.682136073896
1924.4583,6721,6757.267851131082
1924.5417,6790,6764.666958744822
1924.625,6784,6770.799414295803
1924.7083,6889,6776.271840561575
1924.7917,6747,6776.107858855426
1924.875,6722,6777.399270092047
1924.9583,6788,6781.4606448332715
1925.0417,6930,6785.195051816159
1925.125,6813,6781.689211389855
1925.2083,6741,6776.617831533043
1925.2917,6654,6773.327343252883
1925.375,6640,6776.003222135368
1925.4583,6833,6785.479262124621
1925.5417,6717,6792.579265220104
1925.625,6818,6803.458231576594
1925.7083,6950,6813.610109511913
1925.7917,6881,6816.942492922828
1925.875,6846,6817.072000979884
1925.9583,6997,6815.755109085934
1926.0417,6715,6805.375972646281
1926.125,6679,6799.515634838942
1926.2083,6877,6799.681078773549
1926.2917,6663,6795.980576646834
1926.375,6731,6798.929103352461
1926.4583,6781,6805.274085225711
1926.5417,6850,6812.832771360247
1926.625,6865,6818.533096062794
1926.7083,6853,6821.910075568482
1926.7917,6965,6823.732558852594
1926.875,6775,6818.491670079336
1926.9583,6901,6815.425364810044
1927.0417,6839,6808.080327781255
1927.125,6643,6799.189307141528
1927.2083,6725,6798.107751858878
1927.2917,6931,6800.681584169172
1927.375,6761,6796.739495687924
1927.4583,6783,6794.584381991073
1927.5417,6769,6793.008487393776
1927.625,6845,6792.633017166167
1927.7083,6894,6789.639197796866
1927.7917,6907,6781.427338317409
1927.875,6709,6766.936845753822
1927.9583,6546,6755.343195477926
1928.0417,6861,6754.216704975927
1928.125,6809,6747.751049722724
1928.2083,6464,6738.222946955657
1928.2917,6659,6742.405991536373
1928.375,6687,6750.759335693908
1928.4583,6825,6762.300646636138
1928.5417,6826,6770.706989910174
1928.625,6832,6776.34868267972
1928.7083,6793,6779.207809583251
1928.7917,6851,6781.377326965946
1928.875,7139,6780.0657106969375
1928.9583,6783,6760.807379962776
1929.0417,6614,6740.439418226754
1929.125,6358,6726.393427402069
1929.2083,6684,6730.767107947488
1929.2917,6720,6737.47914389028
1929.375,6637,6745.065137027587
1929.4583,6817,6758.054387016274
1929.5417,6759,6768.096356355773
1929.625,6779,6778.593143513062
1929.7083,6871,6789.069587846005
1929.7917,6988,6795.449511571247
1929.875,6842,6792.201910875052
1929.9583,6952,6786.46440572261
1930.0417,6836,6772.450120856298
1930.125,6487,6755.2583420328
1930.2083,6664,6751.479480310943
1930.2917,6605,6752.074592604632
1930.375,6687,6760.0234345285535
1930.4583,6675,6771.623448178902
1930.5417,6847,6788.054634238197
1930.625,6865,6801.5385520094005
1930.7083,6787,6811.849397381075
1930.7917,6986,6823.4027126218025
1930.875,7145,6826.826163493621
1930.9583,6707,6814.34092254012
1931.0417,6973,6807.222727713625
1931.125,6657,6791.815669272812
1931.2083,6631,6783.149394295639
1931.2917,6691,6782.090589033247
1931.375,6695,6785.586313222519
1931.4583,6741,6793.611353072915
1931.5417,6895,6804.266960576958
1931.625,6838,6810.385916109848
1931.7083,6866,6815.124167448231
1931.7917,6985,6817.318627159026
1931.875,6705,6811.129018227772
1931.9583,6979,6810.245860207906
1932.0417,6875,6800.924995198436
1932.125,6636,6787.900379948887
1932.2083,6637,6782.470783696784
1932.2917,6802,6784.314726629519
1932.375,6757,6785.274405893731
1932.4583,6747,6787.647805452629
1932.5417,6827,6792.053595284158
1932.625,6751,6794.7120648798955
1932.7083,6923,6799.556137719627
1932.7917,6975,6798.228017445341
1932.875,6809,6788.061298043322
1932.9583,6718,6776.847643543469
1933.0417,6669,6768.576371220789
1933.125,6794,6765.283917459149
1933.2083,6671,6760.555659570467
1933.2917,6727,6760.3051846603075
1933.375,6733,6761.719968983163
1933.4583,6793,6764.570751755177
1933.5417,6797,6766.00007211495
1933.625,6838,6765.8793960804705
1933.7083,6734,6762.152689850014
1933.7917,6879,6759.8336181120585
1933.875,6719,6751.556227279706
1933.9583,6573,6744.906647811338
1934.0417,6799,6746.852400733538
1934.125,6833,6746.190773692415
1934.2083,6660,6741.188685335913
1934.2917,6574,6740.246031246206
1934.375,6717,6747.615678718809
