time,value,kalman_value
51544.5,3.0135,3.439215598817383
51545.5,6.6965,3.918145647486939
51546.5,4.0412,3.355192813964097
51547.5,1.9739,2.5349872856777913
51548.5,0.7047,1.9251894895206572
51549.5,0.1283,1.773075251933769
51550.5,3.5768,2.2377517338220443
51551.5,0.9168,2.2002851158935863
51552.5,1.9714,2.644125416425223
51555.5,5.1375,3.3402377481163184
51556.5,4.4629,3.3623767353510328
51557.5,3.0943,2.9718194983423842
51558.5,1.4616,2.5353320732121296
51559.5,2.8518,2.5014941755364237
51560.5,0.5104,2.3362915936868767
51561.5,4.6349,2.855798359469909
51562.5,2.3468,2.7081420100541567
51563.5,3.6754,2.695988914408713
51564.5,1.482,2.3165566616665365
51565.5,0.3041,2.250083157049312
51566.5,4.1732,2.913353336325579
51567.5,3.285,3.104181016723938
51568.5,3.5017,3.2272015783937738
51569.5,6.9249,3.247285231961275
51570.5,0.1232,1.888263347514254
51571.5,-0.5674,1.1911402183850783
51572.5,-0.7873,1.1534696711503072
51573.5,2.1876,1.8435877505969016
51574.5,5.8905,2.404701236517334
51575.5,0.0262,1.6586401861317663
51576.5,1.3633,1.524744205545611
51577.5,2.2397,1.4513898020390597
51578.5,0.9753,1.0824190742971553
51579.5,-0.5937,0.7536179994166845
51580.5,1.1729,0.9300611743174704
51581.5,0.7826,1.0154397895873077
51582.5,1.2226,1.1881333259523854
51583.5,0.3512,1.3479018595496077
51584.5,1.8192,1.8814335904779331
51585.5,1.3058,2.4383029178354834
51586.5,3.9062,3.4198608393813403
51587.5,8.2315,4.2190415756952
51588.5,3.6794,3.513550402894759
51589.5,0.7572,2.745865631179852
51591.5,5.8952,2.72393047115739
51592.5,-0.1105,1.5127692378189495
51594.5,2.0927,0.9103339686626148
51595.5,-5.4407,-0.1354885622452393
51596.5,1.184,0.8081431960049422
51600.5,0.2621,1.610828652756977
51601.5,5.7285,2.9192873542928788
51602.5,1.8763,3.1742913136886095
51603.5,7.4871,3.916042015717569
51604.5,2.1243,3.318645973640617
51605.5,4.8345,3.1691296716788964
51606.5,2.5106,2.395099496596761
51607.5,-0.1808,1.5777566327384107
51608.5,1.0399,1.4198725061569648
51609.5,1.7648,1.4044780693843806
51610.5,-0.3102,1.253962908630939
51611.5,2.4438,1.6900088386140997
51612.5,3.1221,1.8433830830775477
51613.5,0.421,1.5172384836950759
51614.5,2.1887,1.6021833156982574
51615.5,1.8317,1.4671843910882856
51616.5,0.75,1.195492113136421
51617.5,1.1705,1.0908593776107143
51618.5,-1.546,0.9563614086890255
51619.5,4.6066,1.7602489680257216
51620.5,1.4971,1.496754890372063
51621.5,2.0579,1.233131396607928
51622.5,1.9334,0.6602196765717656
51623.5,-4.0149,-0.39013466474998504
51624.5,-0.5764,-0.08120200535297961
51625.5,1.0382,0.4134299020366586
51626.5,0.5277,0.6737730226900437
51627.5,0.6166,0.9888935268521952
51628.5,1.9744,1.44362410358392
51629.5,1.8391,1.6993137191596148
51630.5,1.5352,1.9025834794201655
51631.5,3.5452,2.243622044463278
51632.5,9.574,2.09656887618012
51633.5,-3.2688,-0.8545209635354944
51634.5,-6.4542,-2.9002561645769194
51635.5,-10.2669,-3.6132624273346887
51636.5,0.1154,-1.831154600342965
51637.5,0.0822,-0.7790047484798532
51638.5,1.2336,-0.049806677296686475
51639.5,1.8487,0.19811388990022272
51640.5,1.0371,-0.17293533419028473
51644.5,-3.4096,-0.9977478086021491
51645.5,-1.536,-0.9181157112398189
