timestamp,actual,predicted
1999.2178,4.829999999999994,4.111065
1999.2205,1.4300000000000055,3.9623024
1999.2233,1.930000000000002,1.6352112
1999.226,3.8300000000000014,1.9190174
1999.2288,5.83,3.3428977
1999.2315,5.230000000000005,4.849553
1999.2342,4.329999999999997,4.631734
1999.237,5.93,4.0145082
1999.2397,7.530000000000001,5.374832
1999.2425,3.630000000000003,6.651148
1999.2452,-0.7700000000000049,3.7044764
1999.2479,-0.5700000000000064,0.3217748
1999.2507,-0.9700000000000035,0.685925
1999.2562,2.4299999999999984,0.47380942
1999.2589,3.2300000000000058,2.9999142
1999.2616,7.7299999999999995,3.5242825
1999.2644,8.229999999999997,7.1486955
1999.2671,7.929999999999998,7.647448
1999.2699,8.329999999999995,7.2905984
1999.2726,9.130000000000003,7.428557
1999.2753,6.930000000000005,8.227483
1999.2781,10.529999999999992,6.6181965
1999.2808,6.629999999999995,9.398035
1999.2836,6.0299999999999985,6.3206363
1999.2863,4.829999999999994,6.08961
1999.289,2.729999999999996,5.1473374
1999.2918,6.0299999999999985,3.6377602
1999.2945,6.229999999999997,6.0387006
1999.2973,1.2299999999999938,6.32463
1999.3,6.529999999999995,2.387887
1999.3027,3.430000000000004,6.5970297
1999.3055,1.0299999999999954,4.1670685
1999.3082,2.929999999999995,2.4155
1999.311,-0.46999999999999403,3.6574907
1999.3137,-5.369999999999998,1.186331
1999.3164,-5.269999999999999,-2.5989656
1999.3192,0.9299999999999959,-2.5684524
1999.3219,4.529999999999997,1.9530551
1999.3247,5.73,4.8424273
1999.3274,8.730000000000006,5.55937
1999.3301,5.630000000000002,7.7352467
1999.3329,1.6300000000000041,5.4759226
1999.3356,-3.369999999999999,2.4830987
1999.3384,-1.3700000000000008,-1.5459899
1999.3411,-4.470000000000005,-0.0036853356
1999.3438,1.8300000000000025,-2.2453814
1999.3466,2.2299999999999995,2.6304882
1999.3493,2.629999999999997,2.6772006
1999.3521,-0.9700000000000035,3.1245673
1999.3548,2.2299999999999995,0.36574078
1999.3575,4.329999999999997,2.852581
1999.3603,3.1299999999999932,4.229973
1999.363,5.430000000000003,3.481711
1999.3658,6.0299999999999985,5.0261736
1999.3685,8.229999999999997,5.800044
1999.3712,3.5300000000000034,7.459652
1999.374,8.529999999999994,3.943385
1999.3767,10.029999999999996,7.549616
1999.3795,9.729999999999999,8.9438095
1999.3822,10.229999999999995,8.782771
1999.3849,15.129999999999999,9.051016
1999.3877,15.329999999999998,12.876594
1999.3904,9.130000000000003,13.274214
1999.3932,6.529999999999995,8.663927
1999.3959,7.929999999999998,6.483433
1999.3986,7.7299999999999995,7.860881
1999.4014,7.030000000000005,7.837584
1999.4041,7.030000000000005,7.2313375
1999.4068,7.4300000000000015,7.0459166
1999.4096,8.730000000000006,7.751025
1999.4123,7.630000000000001,8.803504
1999.4151,7.630000000000001,7.7364516
1999.4178,10.830000000000004,7.571238
1999.4205,11.23,10.291676
1999.4233,11.53,10.640937
1999.426,11.829999999999997,10.690396
1999.4288,8.329999999999995,10.862357
1999.4315,3.330000000000005,8.37146
1999.4342,7.330000000000003,4.602727
1999.437,4.429999999999997,7.535147
1999.4397,1.6300000000000041,5.267401
1999.4425,5.530000000000002,3.1977084
1999.4452,8.930000000000003,6.1121078
1999.4479,10.529999999999992,8.782771
1999.4507,5.530000000000002,9.961374
1999.4534,9.230000000000002,6.0235243
1999.4562,8.529999999999994,8.791095
1999.4589,9.629999999999999,8.486066
1999.4616,9.829999999999998,9.274665
1999.4644,11.929999999999996,9.154643
1999.4671,14.630000000000003,10.88192
1999.4699,12.530000000000005,13.188033
1999.4726,10.029999999999996,11.599612
1999.4753,5.73,9.368159
1999.4781,7.330000000000003,6.2834735
1999.4808,6.3299999999999965,7.6963463
1999.4836,4.229999999999999,6.9117417
1999.4863,2.1300000000000003,5.0810413
1999.489,8.830000000000005,3.60738
1999.4918,11.23,8.918866
1999.4945,12.930000000000001,10.7115
1999.4973,9.130000000000003,11.804665
1999.5,7.530000000000001,8.795979
1999.5027,9.230000000000002,7.8530965
1999.5055,12.930000000000001,9.1492195
1999.5082,10.730000000000004,11.882101
1999.511,8.229999999999997,9.94088
1999.5137,6.529999999999995,8.329534
1999.5164,4.229999999999999,7.114861
1999.5192,6.429999999999996,5.422785
1999.5219,12.630000000000004,6.774988
1999.5247,10.229999999999995,11.590111
1999.5274,13.629999999999997,9.822799
1999.5301,12.830000000000002,12.5567665
1999.5329,11.33,11.776723
1999.5356,13.629999999999997,10.747941
1999.5384,9.729999999999999,12.466761
1999.5411,6.529999999999995,9.582013
1999.5438,7.530000000000001,7.102186
1999.5466,5.630000000000002,7.9895697
1999.5493,12.430000000000005,6.4676123
1999.5521,10.930000000000003,11.714309
1999.5548,14.730000000000002,10.47833
1999.5575,10.329999999999995,13.488579
1999.5603,12.430000000000005,10.076765
1999.563,7.630000000000001,11.759529
1999.5658,6.930000000000005,7.926749
1999.5685,4.729999999999995,7.578777
1999.5712,2.729999999999996,5.734323
1999.574,6.930000000000005,4.468769
1999.5767,9.43,7.4320674
1999.5795,7.530000000000001,9.479017
1999.5822,10.429999999999993,7.7899046
1999.5849,4.329999999999997,10.163401
1999.5877,10.630000000000004,5.3216877
1999.5904,12.029999999999996,10.306256
1999.5932,10.830000000000004,11.0923815
1999.5959,12.230000000000008,10.331809
1999.5986,13.13,11.297
1999.6014,10.229999999999995,12.27029
1999.6041,12.830000000000002,9.885493
1999.6068,7.829999999999999,11.950471
1999.6096,8.029999999999998,7.933286
1999.6123,10.429999999999993,8.413843
