timestamp,actual,predicted
1999.2178,129.23001,131.06964
1999.2205,80.53001,83.4488
1999.2233,32.63,36.53258
1999.226,107.93,105.13937
1999.2288,98.53,95.84781
1999.2315,45.029995,44.957912
1999.2342,61.730003,61.126312
1999.237,100.329994,103.909256
1999.2397,153.23001,158.5448
1999.2425,122.43,121.1552
1999.2452,142.63,136.65195
1999.2479,143.63,146.73596
1999.2507,66.130005,67.12863
1999.2562,121.13,122.80963
1999.2589,48.730003,50.680363
1999.2616,85.23,83.484665
1999.2644,101.130005,102.36462
1999.2671,85.63,86.22131
1999.2699,37.429996,40.173576
1999.2726,34.530003,34.028572
1999.2753,82.229996,82.285645
1999.2781,156.13,155.54913
1999.2808,74.130005,77.89877
1999.2836,40.53,41.323837
1999.2863,58.83,62.845993
1999.289,12.030002,7.7521253
1999.2918,65.73,67.34163
1999.2945,99.43,101.44182
1999.2973,27.129997,24.542017
1999.3,64.73,65.5527
1999.3027,38.53,36.533756
1999.3055,108.53,103.39872
1999.3082,152.63,152.14243
1999.311,37.629997,34.784676
1999.3137,41.73,40.35084
1999.3164,50.129997,49.390545
1999.3192,81.43,82.28808
1999.3219,4.230001,7.1512737
1999.3247,155.23001,158.95667
1999.3274,7.6300015,8.213477
1999.3301,124.83,125.14921
1999.3329,127.13,122.73186
1999.3356,77.83,77.22456
1999.3384,80.53001,79.2185
1999.3411,33.83,34.87991
1999.3438,9.729998,8.287732
1999.3466,96.73,97.80179
1999.3493,65.130005,71.23204
1999.3521,9.63,8.505215
1999.3548,26.430004,28.14319
1999.3575,86.73,87.21988
1999.3603,109.73,103.3078
1999.363,150.53,143.51143
1999.3658,18.23,21.654293
1999.3685,148.43001,143.35657
1999.3712,115.53,114.132324
1999.374,126.43,125.902534
1999.3767,72.83,73.06147
1999.3795,32.23,35.72411
1999.3822,28.230001,30.729397
1999.3849,0.9299973,-2.8416016
1999.3877,94.53001,91.55569
1999.3904,69.53001,67.98991
1999.3932,110.43,108.46176
1999.3959,85.83,84.886444
1999.3986,119.93001,124.38324
1999.4014,46.33,45.086132
1999.4041,115.229996,114.4692
1999.4068,49.329998,42.497517
1999.4096,56.829998,56.2569
1999.4123,91.03,92.91615
1999.4151,94.13,93.26151
1999.4178,89.93,89.711555
1999.4205,71.93001,69.67615
1999.4233,43.73,43.049812
1999.426,114.93,121.31161
1999.4288,123.93,122.629875
1999.4315,40.129997,39.08395
1999.4342,37.129997,47.068085
1999.437,63.930004,64.14634
1999.4397,146.23,146.96277
1999.4425,21.630001,20.6965
1999.4452,32.43,30.452442
1999.4479,86.23,77.03492
1999.4507,73.53,76.14342
1999.4534,26.33,24.204807
1999.4562,15.329999,9.612021
1999.4589,67.93,70.67901
1999.4616,160.63,158.96907
1999.4644,26.930002,28.14116
1999.4671,90.630005,92.90671
1999.4699,42.73,46.93605
1999.4726,128.43,128.40813
1999.4753,8.130001,9.091437
1999.4781,95.73,96.46111
1999.4808,115.83,117.260605
1999.4836,148.43001,143.47829
1999.4863,134.13,134.10829
1999.489,33.63,30.843674
1999.4918,161.73,161.47746
1999.4945,30.029999,28.051167
1999.4973,105.13,107.30045
1999.5,153.33,148.70413
1999.5027,132.63,133.8663
1999.5055,71.93001,72.44611
1999.5082,137.43,141.26593
1999.511,30.93,35.728916
1999.5137,58.33,62.39766
1999.5164,82.73,82.40325
1999.5192,7.029998,7.387646
1999.5219,25.929996,23.853039
1999.5247,94.83,91.94055
1999.5274,56.43,61.708042
1999.5301,82.43,79.22063
1999.5329,31.830004,31.741377
1999.5356,80.53001,76.69915
1999.5384,101.130005,102.19689
1999.5411,137.43,140.97078
1999.5438,66.93,67.49078
1999.5466,21.330002,21.714155
1999.5493,52.83,51.726692
1999.5521,17.73,20.057253
1999.5548,52.03,49.024418
1999.5575,49.030003,53.841995
1999.5603,2.7300017,6.8656316
1999.563,13.230002,14.230191
1999.5658,64.33,61.083553
1999.5685,66.03,67.854485
1999.5712,56.53,53.331184
1999.574,89.130005,86.01595
1999.5767,34.83,33.207535
1999.5795,146.43001,143.48741
1999.5822,137.63,135.28944
1999.5849,108.03,105.369675
1999.5877,74.43,75.06554
1999.5904,15.03,10.069997
1999.5932,131.43,132.91238
1999.5959,57.73,60.093334
1999.5986,95.13,87.364
1999.6014,150.43001,145.56804
1999.6041,94.43,90.824165
1999.6068,139.33,138.9358
1999.6096,77.53,68.03424
1999.6123,103.83,102.35562
1999.6151,105.63,107.55214
1999.6178,87.23,85.79473
1999.6205,95.43,97.15845
1999.6233,45.23,38.92277
1999.626,164.53,158.23817
1999.6288,70.23,67.89579
1999.6315,136.03001,131.04132
1999.6342,115.33,118.046524
1999.637,88.329994,91.75808
1999.6397,20.729998,18.530363
1999.6425,160.73,161.31279
1999.6452,124.13,124.10843
1999.6479,93.13,92.87725
1999.6507,158.93,157.45195
1999.6534,17.529999,15.751112
1999.6562,99.83,99.71683
1999.6589,104.83,102.35285
1999.6616,92.43,96.6721
1999.6644,111.13,112.168144
1999.6671,128.03,131.18431
1999.6699,83.63,82.49566
1999.6726,153.43,155.73677
1999.6753,84.63,85.931
1999.6781,158.93,156.35384
1999.6808,71.83,69.83311
1999.6836,98.43,94.71877
1999.6863,30.630003,35.940376
1999.689,80.33,82.01461
1999.6918,129.03,128.01233
1999.6945,102.83,100.4301
1999.6973,119.93001,122.05822
1999.7,40.93,37.595444
1999.7027,139.03,136.282
1999.7055,40.629997,36.589474
1999.7082,47.63,46.751465
1999.711,136.13,140.62854
1999.7137,102.23,99.816444
1999.7164,10.929998,14.771838
1999.7192,80.33,77.2229
1999.7219,11.229997,8.229858
1999.7247,27.930002,31.86584
1999.7274,10.530003,14.828773
1999.7301,163.03,158.5867
1999.7329,44.13,43.83222
1999.7356,61.030003,60.951996
1999.7384,76.73,81.496284
1999.7411,140.73,135.48601
1999.7438,88.630005,86.374115
1999.7466,135.53001,137.24219
1999.7493,13.730002,14.056878
1999.7521,116.43,115.18966
1999.7548,53.93,52.371593
1999.7575,78.03,83.26113
1999.7603,156.83,155.56464
1999.763,113.73,112.41848
1999.7658,131.23001,131.47467
1999.7685,5.9300013,5.2649207
1999.7712,148.03,136.30199
1999.774,21.929998,25.292656
1999.7767,24.429998,18.840345
1999.7795,120.53,116.8486
1999.7822,36.83,37.701912
1999.7849,83.63,86.769844
1999.7877,22.830002,26.770275
1999.7904,12.429997,12.284731
1999.7932,53.23,54.054817
1999.7959,137.23,136.04704
1999.7986,72.43001,77.00052
1999.8014,114.729996,114.77548
1999.8041,134.93,133.36678
1999.8068,146.33,148.2898
1999.8096,54.03,47.960884
1999.8123,61.230003,54.397858
1999.8151,146.63,144.59473
