Time,Actual,Predicted
20,6795.90547761149,6760.9624
21,6778.806005726254,6780.5444
22,6736.883785988363,6765.942
23,6744.41798599611,6728.058
24,6766.733930752397,6734.4478
25,6767.200099540833,6754.8164
26,6798.491305657083,6754.873
27,6827.341751394739,6780.509
28,6842.070353905421,6814.6304
29,6810.700339130636,6827.344
30,6777.717951529839,6790.1406
31,6790.754795752732,6761.541
32,6742.1996883829,6772.1265
33,6703.844464156654,6727.9844
34,6687.555913989155,6694.9863
35,6702.225831567588,6679.329
36,6715.855435983868,6694.9424
37,6733.555828894098,6706.093
38,6739.464657639614,6720.915
39,6762.047732999987,6726.146
40,6742.273708235354,6746.8657
41,6698.977324058978,6728.7188
42,6653.42243640472,6693.443
43,6637.275962402231,6647.655
44,6663.2329743005785,6635.4565
45,6696.027351561643,6660.8496
46,6717.956985658324,6694.69
47,6767.245489376875,6711.172
48,6828.626051611756,6753.259
49,6876.366383201046,6817.261
50,6883.369108490728,6844.9824
51,6799.7602494644325,6845.1763
52,6725.4364839873,6776.27
53,6685.026400005403,6715.05
54,6667.126216025533,6682.1406
55,6672.523363055238,6663.6343
56,6684.491771230659,6669.6753
57,6696.269593617576,6682.76
58,6727.273513611083,6694.2935
59,6740.380001208747,6717.0767
60,6744.25398925969,6727.355
61,6702.8482232830165,6730.441
62,6641.885541037474,6699.0366
63,6602.254936680984,6640.754
64,6606.594933579861,6616.0957
65,6626.533030571187,6619.001
66,6654.546014026709,6631.644
67,6674.888752742246,6655.311
68,6698.939773736125,6676.496
69,6713.218209881052,6698.7554
70,6711.828474731372,6709.245
71,6705.499417605957,6711.01
72,6691.857642082777,6707.6987
73,6695.787482340637,6698.5767
74,6703.762628476236,6701.1157
75,6685.023760290424,6706.2446
76,6681.293802213521,6692.2124
77,6691.174019966689,6688.5195
78,6695.869495207366,6697.196
79,6708.391031150803,6700.774
80,6737.184203775792,6709.6045
81,6763.046452816705,6731.1934
82,6795.6761216638815,6754.4263
83,6772.309336135013,6780.8604
84,6759.183551656774,6759.7817
85,6721.376599049826,6747.197
86,6697.210871086562,6713.7705
87,6655.12421978076,6695.5596
88,6661.8341508927415,6651.8574
89,6697.356888589501,6659.1724
90,6733.763459507323,6696.3413
91,6765.956327740392,6723.268
92,6802.257818876108,6752.424
93,6830.030992090365,6782.511
94,6840.940787338507,6817.3877
95,6842.828377838589,6829.079
96,6836.401610028143,6829.1255
97,6811.75044597825,6819.2847
98,6744.630699170201,6785.797
99,6737.372464550977,6727.7793
100,6712.253904138371,6721.3076
101,6693.605557777652,6701.2944
102,6715.684295583555,6685.768
103,6734.269644233289,6704.8223
104,6763.831109470508,6719.3857
105,6777.954240759166,6745.652
106,6781.935212332512,6757.939
107,6751.016888530549,6761.073
108,6722.354897927543,6732.8623
109,6688.950994047365,6707.4463
110,6649.903712934949,6676.112
111,6642.695324173138,6637.6484
112,6654.872681976254,6633.8867
113,6665.127295520465,6646.0796
114,6674.304644884851,6657.68
115,6690.346236081055,6668.4585
116,6701.267665807655,6687.063
117,6700.289470212126,6697.752
118,6730.544825946143,6697.7544
119,6734.379491409964,6719.7974
120,6724.8564661525215,6722.8906
121,6730.279615702275,6715.2036
122,6677.682621140381,6719.0767
123,6671.091609506131,6674.479
124,6700.53495143668,6668.0903
125,6735.803900155983,6698.736
126,6760.12431143378,6724.941
127,6775.116339499245,6747.371
128,6760.151994876928,6760.5376
129,6750.869648333459,6746.6626
130,6766.288419915036,6737.2905
131,6834.690348964751,6751.0396
132,6816.726158876249,6824.014
133,6773.159278366341,6795.782
134,6766.40212724381,6754.4204
135,6782.670773837709,6748.0156
136,6805.565960620749,6762.116
137,6821.17338263657,6781.002
138,6827.845823141104,6797.903
139,6835.585447323553,6806.038
140,6817.294614252334,6815.5723
141,6781.114261525741,6790.316
142,6765.9767568713005,6758.4946
143,6736.205536043598,6744.5664
144,6744.386391232244,6715.2466
145,6763.5871431329815,6722.3423
146,6782.258073708587,6741.399
147,6777.400781924914,6758.9907
148,6777.193783363083,6754.55
149,6744.059453562409,6754.278
150,6710.572418847637,6721.464
151,6679.1750412007295,6692.0146
152,6630.593304004096,6658.3354
153,6621.609055808999,6619.617
154,6615.103203542277,6616.974
155,6634.886052603909,6615.868
156,6662.126171392006,6629.635
157,6710.788604452106,6653.463
158,6739.121764181746,6701.557
159,6739.00058547954,6722.8394
160,6736.629626332162,6723.119
161,6734.869777059344,6721.522
162,6718.061094183782,6720.313
163,6687.400321627138,6707.98
164,6661.389669680671,6682.6265
165,6652.775143864455,6656.065
166,6628.3262969974085,6649.251
167,6642.624811504391,6632.388
168,6663.53263032552,6643.9883
169,6698.89018551872,6664.6743
170,6720.706560281438,6700.0737
171,6737.162895149698,6714.9272
172,6765.680315699093,6726.8613
173,6801.952854635648,6750.921
174,6822.08271406057,6781.938
175,6807.368591258206,6805.707
176,6688.54269017767,6783.444
177,6643.045297913761,6681.573
178,6615.564892367513,6637.6025
179,6622.796321459082,6622.1826
180,6664.451371097806,6627.4946
181,6708.150684898208,6661.1084
182,6744.031505535437,6703.4077
183,6726.674140748454,6729.471
184,6742.569578742141,6715.8374
185,6756.05360876413,6727.382
186,6753.432742072669,6738.1587
187,6746.474153658458,6735.1772
188,6738.193372866169,6728.5503
189,6712.360106898694,6720.9526
190,6672.411881018229,6701.213
191,6678.3681105196,6661.9727
192,6706.212381465822,6669.1436
