Time,Actual,Predicted
20,6795.90547761149,6761.5786
21,6778.806005726254,6782.187
22,6736.883785988363,6767.2554
23,6744.41798599611,6730.7827
24,6766.733930752397,6736.633
25,6767.200099540833,6755.815
26,6798.491305657083,6755.849
27,6827.341751394739,6782.8555
28,6842.070353905421,6808.9287
29,6810.700339130636,6821.915
30,6777.717951529839,6792.3228
31,6790.754795752732,6763.4824
32,6742.1996883829,6774.127
33,6703.844464156654,6730.9424
34,6687.555913989155,6697.9956
35,6702.225831567588,6683.223
36,6715.855435983868,6697.665
37,6733.555828894098,6710.1616
38,6739.464657639614,6724.9595
39,6762.047732999987,6729.9224
40,6742.273708235354,6749.3867
41,6698.977324058978,6732.4204
42,6653.42243640472,6696.267
43,6637.275962402231,6653.3467
44,6663.2329743005785,6641.818
45,6696.027351561643,6664.6216
46,6717.956985658324,6696.832
47,6767.245489376875,6715.9077
48,6828.626051611756,6757.0967
49,6876.366383201046,6813.1206
50,6883.369108490728,6854.7227
51,6799.7602494644325,6859.4365
52,6725.4364839873,6786.0093
53,6685.026400005403,6722.2603
54,6667.126216025533,6686.6523
55,6672.523363055238,6669.0776
56,6684.491771230659,6674.7793
57,6696.269593617576,6686.873
58,6727.273513611083,6698.371
59,6740.380001208747,6724.5654
60,6744.25398925969,6735.238
61,6702.8482232830165,6738.3394
62,6641.885541037474,6704.2036
63,6602.254936680984,6647.453
64,6606.594933579861,6624.6333
65,6626.533030571187,6626.8374
66,6654.546014026709,6637.9336
67,6674.888752742246,6660.033
68,6698.939773736125,6680.3896
69,6713.218209881052,6704.0044
70,6711.828474731372,6715.753
71,6705.499417605957,6714.2036
72,6691.857642082777,6709.5586
73,6695.787482340637,6698.8457
74,6703.762628476236,6701.9443
75,6685.023760290424,6708.021
76,6681.293802213521,6692.3823
77,6691.174019966689,6688.697
78,6695.869495207366,6697.6284
79,6708.391031150803,6701.666
80,6737.184203775792,6711.4805
81,6763.046452816705,6732.8623
82,6795.6761216638815,6755.388
83,6772.309336135013,6784.251
84,6759.183551656774,6762.5903
85,6721.376599049826,6749.746
86,6697.210871086562,6717.886
87,6655.12421978076,6698.1562
88,6661.8341508927415,6658.199
89,6697.356888589501,6664.701
90,6733.763459507323,6698.7793
91,6765.956327740392,6727.442
92,6802.257818876108,6754.9834
93,6830.030992090365,6787.166
94,6840.940787338507,6814.6104
95,6842.828377838589,6824.603
96,6836.401610028143,6825.5615
97,6811.75044597825,6818.559
98,6744.630699170201,6793.807
99,6737.372464550977,6733.694
100,6712.253904138371,6727.3555
101,6693.605557777652,6706.089
102,6715.684295583555,6689.538
103,6734.269644233289,6710.1855
104,6763.831109470508,6725.923
105,6777.954240759166,6751.519
106,6781.935212332512,6763.864
107,6751.016888530549,6766.9287
108,6722.354897927543,6738.3125
109,6688.950994047365,6713.581
110,6649.903712934949,6682.3086
111,6642.695324173138,6645.642
112,6654.872681976254,6641.4404
113,6665.127295520465,6652.331
114,6674.304644884851,6663.237
115,6690.346236081055,6673.474
116,6701.267665807655,6690.495
