time,value
1811.0417,6775.241747541605
1811.125,6762.01371352591
1811.2083,6765.290822082433
1811.2917,6778.426988919868
1811.375,6786.098276602253
1811.4583,6823.431418010481
1811.5417,6846.6763411726415
1811.625,6860.799892274541
1811.7083,6859.848402979394
1811.7917,6851.715064801521
1811.875,6843.0998759242175
1811.9583,6871.647140518496
1812.0417,6848.31208280721
1812.125,6807.844056148627
1812.2083,6786.44255054578
1812.2917,6775.707001397601
1812.375,6770.111577773522
1812.4583,6790.057995814514
1812.5417,6828.401162285948
1812.625,6841.769764614613
1812.7083,6828.052028673758
1812.7917,6797.103803485563
1812.875,6791.319504604453
1812.9583,6788.280019950013
1813.0417,6797.345542776829
1813.125,6813.290644144956
1813.2083,6845.469737067441
1813.2917,6836.574981390217
1813.375,6815.895843734324
1813.4583,6834.177647478804
1813.5417,6857.026069027836
1813.625,6878.759266462306
1813.7083,6868.527188820142
1813.7917,6855.492806985532
1813.875,6844.518227770497
1813.9583,6852.112983969399
1814.0417,6854.500109156825
1814.125,6830.82477527806
1814.2083,6800.333732128568
1814.2917,6777.842838527289
1814.375,6748.918009373743
1814.4583,6757.462433735352
1814.5417,6794.680270747715
1814.625,6815.653209290474
1814.7083,6830.121101317159
1814.7917,6798.134406337778
1814.875,6766.198113735065
1814.9583,6778.211113783002
1815.0417,6781.678281499564
1815.125,6790.649804778463
1815.2083,6801.552504849285
1815.2917,6811.537394238589
1815.375,6802.973806467363
1815.4583,6830.0253961213975
1815.5417,6872.086509320957
1815.625,6892.055063515875
1815.7083,6879.044266529246
1815.7917,6827.050069491083
1815.875,6827.574648512077
1815.9583,6811.0647207251
1816.0417,6850.079063210037
1816.125,6863.998054398737
1816.2083,6841.916315986963
1816.2917,6791.6781960703
1816.375,6788.5694
1816.4583,6799.9241281696995
1816.5417,6808.250404723037
1816.625,6842.545583047512
1816.7083,6841.420355014805
1816.7917,6834.07776011265
1816.875,6821.13932525274
1816.9583,6862.253137362606
1817.0417,6930.086875983449
1817.125,7015.578193098086
1817.2083,7037.161332624504
1817.2917,6999.1799718851125
1817.375,6939.516100602637
1817.4583,6882.670767046152
1817.5417,6854.576971131974
1817.625,6834.949539392285
1817.7083,6801.803184924704
1817.7917,6795.208024803886
1817.875,6791.690873984525
1817.9583,6802.6828009093615
1818.0417,6803.0557781752095
1818.125,6821.82467225676
1818.2083,6825.152818434595
1818.2917,6827.0382715254045
1818.375,6815.06307643824
1818.4583,6830.861535015416
1818.5417,6863.483069223374
1818.625,6857.660754390096
1818.7083,6826.961222453106
1818.7917,6753.87214893603
1818.875,6741.110131269965
1818.9583,6765.889412830136
1819.0417,6789.127224201608
1819.125,6799.287744648684
1819.2083,6818.556169339015
1819.2917,6832.408157531476
1819.375,6828.03820479824
1819.4583,6838.6825788643455
1819.5417,6857.45792000458
1819.625,6834.029981146532
1819.7083,6815.863285218434
1819.7917,6790.895321247247
1819.875,6743.013102743778
1819.9583,6699.260797769227
1820.0417,6711.856291958135
1820.125,6728.147895631344
1820.2083,6742.619960166307
1820.2917,6770.824509763634
1820.375,6795.5882505223235
1820.4583,6828.822585226884
1820.5417,6878.865389391527
1820.625,6896.232714577993
1820.7083,6895.312307731206
1820.7917,6890.00901628362
1820.875,6853.959105942392
1820.9583,6820.893860329561
1821.0417,6808.788812340315
1821.125,6836.354568978688
1821.2083,6811.928288984068
1821.2917,6792.725117358473
1821.375,6798.543864742306
1821.4583,6835.316561404505
1821.5417,6873.707968593392
1821.625,6895.114864004802
1821.7083,6898.189833418013
1821.7917,6902.835990362979
1821.875,6935.170643694062
1821.9583,6987.444288410419
1822.0417,7012.509541280683
1822.125,7012.640872131204
1822.2083,7013.0125300309255
1822.2917,6967.638886692244
1822.375,6894.754825863155
1822.4583,6887.403824732749
1822.5417,6894.829257877123
1822.625,6901.815662725418
1822.7083,6907.232941095745
1822.7917,6904.4875723769765
1822.875,6897.284418299574
1822.9583,6887.656671084513
1823.0417,6876.728300526143
1823.125,6865.135542665078
1823.2083,6853.2654883034165
1823.2917,6841.401242055536
1823.375,6829.828086578483
1823.4583,6818.94046356836
1823.5417,6823.030514396373
1823.625,6822.257008123026
